transaction_id,store_id,customer_id,product_id,quantity,unit_price,transaction_date,source_file,transaction_ts,quantity_num,unit_price_num
T000063,S001,C059,P030,4,50000,2026-08-01 14:13:03,sales_2026_08_01.csv,2026-08-01 14:13:03,4,50000.0
T000064,S004,C086,P005,1,120000,2026-08-01 16:24:53,sales_2026_08_01.csv,2026-08-01 16:24:53,1,120000.0
T000065,S005,C077,P017,3,85000,2026-08-01 14:58:54,sales_2026_08_01.csv,2026-08-01 14:58:54,3,85000.0
T000066,S004,C079,P011,3,75000,2026-08-01 14:05:21,sales_2026_08_01.csv,2026-08-01 14:05:21,3,75000.0
T000067,S005,C055,P027,1,18000,2026-08-01 14:09:04,sales_2026_08_01.csv,2026-08-01 14:09:04,1,18000.0
T000068,S005,C058,P027,4,18000,2026-08-01 11:20:36,sales_2026_08_01.csv,2026-08-01 11:20:36,4,18000.0
T000069,S002,C096,P029,3,32000,2026-08-01 08:20:20,sales_2026_08_01.csv,2026-08-01 08:20:20,3,32000.0
T000070,S004,C058,P028,2,28000,2026-08-01 12:48:14,sales_2026_08_01.csv,2026-08-01 12:48:14,2,28000.0
T000071,S002,C082,P009,4,45000,2026-08-01 10:21:37,sales_2026_08_01.csv,2026-08-01 10:21:37,4,45000.0
T000072,S005,C063,P009,2,45000,2026-08-01 12:29:37,sales_2026_08_01.csv,2026-08-01 12:29:37,2,45000.0
T000073,S002,C036,P021,4,10000,2026-08-01 17:23:14,sales_2026_08_01.csv,2026-08-01 17:23:14,4,10000.0
T000074,S001,C092,P015,1,30000,2026-08-01 10:34:24,sales_2026_08_01.csv,2026-08-01 10:34:24,1,30000.0
T000075,S002,C035,P010,4,8000,2026-08-01 08:38:28,sales_2026_08_01.csv,2026-08-01 08:38:28,4,8000.0
T000076,S003,C070,P011,4,75000,2026-08-01 11:05:42,sales_2026_08_01.csv,2026-08-01 11:05:42,4,75000.0
T000077,S002,C020,P003,4,15000,2026-08-01 11:13:46,sales_2026_08_01.csv,2026-08-01 11:13:46,4,15000.0
T000078,S004,C089,P008,2,390000,2026-08-01 15:16:51,sales_2026_08_01.csv,2026-08-01 15:16:51,2,390000.0
T000079,S002,C009,P005,1,120000,2026-08-01 14:07:38,sales_2026_08_01.csv,2026-08-01 14:07:38,1,120000.0
T000080,S004,C043,P014,3,7000,2026-08-01 16:37:22,sales_2026_08_01.csv,2026-08-01 16:37:22,3,7000.0
T000081,S004,C054,P018,4,25000,2026-08-01 15:18:26,sales_2026_08_01.csv,2026-08-01 15:18:26,4,25000.0
T000082,S002,C054,P002,2,520000,2026-08-01 12:28:12,sales_2026_08_01.csv,2026-08-01 12:28:12,2,520000.0
T000083,S005,C090,P013,2,35000,2026-08-01 16:57:15,sales_2026_08_01.csv,2026-08-01 16:57:15,2,35000.0
T000084,S005,C049,P001,2,450000,2026-08-01 09:50:12,sales_2026_08_01.csv,2026-08-01 09:50:12,2,450000.0
T000085,S001,C046,P016,2,95000,2026-08-01 08:14:59,sales_2026_08_01.csv,2026-08-01 08:14:59,2,95000.0
T000086,S004,C054,P010,1,8000,2026-08-01 08:59:25,sales_2026_08_01.csv,2026-08-01 08:59:25,1,8000.0
T000087,S005,C078,P018,4,25000,2026-08-01 15:56:45,sales_2026_08_01.csv,2026-08-01 15:56:45,4,25000.0
T000088,S002,C063,P029,3,32000,2026-08-01 13:04:50,sales_2026_08_01.csv,2026-08-01 13:04:50,3,32000.0
T000089,S003,C056,P008,3,390000,2026-08-01 09:46:26,sales_2026_08_01.csv,2026-08-01 09:46:26,3,390000.0
T000090,S001,C050,P016,4,95000,2026-08-01 13:30:41,sales_2026_08_01.csv,2026-08-01 13:30:41,4,95000.0
T000091,S004,C093,P011,4,75000,2026-08-01 09:40:31,sales_2026_08_01.csv,2026-08-01 09:40:31,4,75000.0
T000092,S004,C017,P006,2,280000,2026-08-01 15:39:34,sales_2026_08_01.csv,2026-08-01 15:39:34,2,280000.0
T000093,S005,C004,P020,2,180000,2026-08-01 12:54:27,sales_2026_08_01.csv,2026-08-01 12:54:27,2,180000.0
T000094,S004,C076,P030,1,50000,2026-08-01 12:11:28,sales_2026_08_01.csv,2026-08-01 12:11:28,1,50000.0
T000095,S001,C011,P019,1,55000,2026-08-01 11:18:59,sales_2026_08_01.csv,2026-08-01 11:18:59,1,55000.0
T000096,S004,C018,P021,3,10000,2026-08-01 14:55:59,sales_2026_08_01.csv,2026-08-01 14:55:59,3,10000.0
T000097,S004,C024,P028,3,28000,2026-08-01 11:58:47,sales_2026_08_01.csv,2026-08-01 11:58:47,3,28000.0
T000098,S003,C049,P002,4,520000,2026-08-01 08:57:50,sales_2026_08_01.csv,2026-08-01 08:57:50,4,520000.0
T000099,S002,C059,P011,2,75000,2026-08-01 09:17:53,sales_2026_08_01.csv,2026-08-01 09:17:53,2,75000.0
T000100,S003,C098,P011,2,75000,2026-08-01 18:34:51,sales_2026_08_01.csv,2026-08-01 18:34:51,2,75000.0
T000101,S004,C036,P029,2,32000,2026-08-01 17:59:39,sales_2026_08_01.csv,2026-08-01 17:59:39,2,32000.0
T000102,S004,C033,P025,2,210000,2026-08-01 15:41:48,sales_2026_08_01.csv,2026-08-01 15:41:48,2,210000.0
T000103,S001,C061,P027,2,18000,2026-08-01 10:55:28,sales_2026_08_01.csv,2026-08-01 10:55:28,2,18000.0
T000104,S005,C007,P001,4,450000,2026-08-01 18:39:39,sales_2026_08_01.csv,2026-08-01 18:39:39,4,450000.0
T000105,S002,C084,P012,2,12000,2026-08-01 16:33:58,sales_2026_08_01.csv,2026-08-01 16:33:58,2,12000.0
T000106,S001,C097,P003,2,15000,2026-08-01 15:53:08,sales_2026_08_01.csv,2026-08-01 15:53:08,2,15000.0
T000107,S002,C026,P001,4,450000,2026-08-01 12:56:34,sales_2026_08_01.csv,2026-08-01 12:56:34,4,450000.0
T000108,S001,C080,P027,3,18000,2026-08-01 10:59:40,sales_2026_08_01.csv,2026-08-01 10:59:40,3,18000.0
T000109,S002,C017,P005,1,120000,2026-08-01 09:03:37,sales_2026_08_01.csv,2026-08-01 09:03:37,1,120000.0
T000110,S001,C073,P016,2,95000,2026-08-01 17:55:43,sales_2026_08_01.csv,2026-08-01 17:55:43,2,95000.0
T000111,S004,C090,P007,1,165000,2026-08-01 13:00:48,sales_2026_08_01.csv,2026-08-01 13:00:48,1,165000.0
T000112,S003,C022,P009,3,45000,2026-08-01 10:13:33,sales_2026_08_01.csv,2026-08-01 10:13:33,3,45000.0
T000113,S005,C096,P020,3,180000,2026-08-01 11:21:55,sales_2026_08_01.csv,2026-08-01 11:21:55,3,180000.0
T000114,S001,C100,P023,4,22000,2026-08-01 14:22:17,sales_2026_08_01.csv,2026-08-01 14:22:17,4,22000.0
T000115,S002,C040,P027,3,18000,2026-08-01 09:56:40,sales_2026_08_01.csv,2026-08-01 09:56:40,3,18000.0
T000116,S005,C004,P004,2,25000,2026-08-01 17:25:21,sales_2026_08_01.csv,2026-08-01 17:25:21,2,25000.0
T000117,S003,C074,P030,1,50000,2026-08-01 16:20:37,sales_2026_08_01.csv,2026-08-01 16:20:37,1,50000.0
T000118,S004,C051,P022,2,18000,2026-08-01 15:54:50,sales_2026_08_01.csv,2026-08-01 15:54:50,2,18000.0
T000119,S002,C010,P023,3,22000,2026-08-01 12:45:10,sales_2026_08_01.csv,2026-08-01 12:45:10,3,22000.0
T000120,S002,C014,P019,2,55000,2026-08-01 14:54:01,sales_2026_08_01.csv,2026-08-01 14:54:01,2,55000.0
T000121,S003,C088,P023,1,22000,2026-08-01 14:25:30,sales_2026_08_01.csv,2026-08-01 14:25:30,1,22000.0
T000122,S001,C073,P020,1,180000,2026-08-01 15:08:53,sales_2026_08_01.csv,2026-08-01 15:08:53,1,180000.0
T000123,S001,C045,P026,3,30000,2026-08-01 08:55:43,sales_2026_08_01.csv,2026-08-01 08:55:43,3,30000.0
T000124,S004,C085,P018,4,25000,2026-08-01 12:34:25,sales_2026_08_01.csv,2026-08-01 12:34:25,4,25000.0
T000125,S001,C065,P012,4,12000,2026-08-01 08:27:27,sales_2026_08_01.csv,2026-08-01 08:27:27,4,12000.0
T000126,S003,C002,P021,1,10000,2026-08-01 13:26:02,sales_2026_08_01.csv,2026-08-01 13:26:02,1,10000.0
T000127,S004,C063,P028,1,28000,2026-08-01 11:37:42,sales_2026_08_01.csv,2026-08-01 11:37:42,1,28000.0
T000128,S004,C047,P004,3,25000,2026-08-01 09:35:23,sales_2026_08_01.csv,2026-08-01 09:35:23,3,25000.0
T000129,S004,C091,P021,3,10000,2026-08-01 09:08:14,sales_2026_08_01.csv,2026-08-01 09:08:14,3,10000.0
T000130,S004,C023,P005,1,120000,2026-08-01 14:27:50,sales_2026_08_01.csv,2026-08-01 14:27:50,1,120000.0
T000131,S005,C084,P024,4,40000,2026-08-01 09:52:35,sales_2026_08_01.csv,2026-08-01 09:52:35,4,40000.0
T000132,S005,C069,P009,2,45000,2026-08-01 18:10:34,sales_2026_08_01.csv,2026-08-01 18:10:34,2,45000.0
T000133,S004,C060,P025,4,210000,2026-08-01 14:23:30,sales_2026_08_01.csv,2026-08-01 14:23:30,4,210000.0
T000134,S005,C035,P014,2,7000,2026-08-01 11:48:56,sales_2026_08_01.csv,2026-08-01 11:48:56,2,7000.0
T000135,S002,C012,P011,3,75000,2026-08-01 14:30:00,sales_2026_08_01.csv,2026-08-01 14:30:00,3,75000.0
T000136,S004,C032,P009,2,45000,2026-08-01 08:15:03,sales_2026_08_01.csv,2026-08-01 08:15:03,2,45000.0
T000137,S004,C073,P025,1,210000,2026-08-01 18:32:38,sales_2026_08_01.csv,2026-08-01 18:32:38,1,210000.0
T000138,S004,C044,P020,2,180000,2026-08-01 13:18:19,sales_2026_08_01.csv,2026-08-01 13:18:19,2,180000.0
T000139,S004,C042,P001,2,450000,2026-08-01 16:36:36,sales_2026_08_01.csv,2026-08-01 16:36:36,2,450000.0
T000140,S004,C028,P006,1,280000,2026-08-01 08:54:36,sales_2026_08_01.csv,2026-08-01 08:54:36,1,280000.0
T000141,S003,C044,P012,2,12000,2026-08-01 13:21:11,sales_2026_08_01.csv,2026-08-01 13:21:11,2,12000.0
T000142,S005,C090,P009,3,45000,2026-08-01 13:23:51,sales_2026_08_01.csv,2026-08-01 13:23:51,3,45000.0
T000143,S003,C072,P029,2,32000,2026-08-01 18:18:57,sales_2026_08_01.csv,2026-08-01 18:18:57,2,32000.0
T000144,S005,C025,P001,1,450000,2026-08-01 14:17:20,sales_2026_08_01.csv,2026-08-01 14:17:20,1,450000.0
T000145,S002,C093,P003,3,15000,2026-08-01 13:12:30,sales_2026_08_01.csv,2026-08-01 13:12:30,3,15000.0
T000146,S004,C072,P014,4,7000,2026-08-01 10:56:12,sales_2026_08_01.csv,2026-08-01 10:56:12,4,7000.0
T000147,S002,C089,P025,4,210000,2026-08-01 11:38:50,sales_2026_08_01.csv,2026-08-01 11:38:50,4,210000.0
T000148,S004,C058,P016,3,95000,2026-08-01 13:43:38,sales_2026_08_01.csv,2026-08-01 13:43:38,3,95000.0
T000149,S001,C012,P026,4,30000,2026-08-01 12:49:40,sales_2026_08_01.csv,2026-08-01 12:49:40,4,30000.0
T000150,S002,C052,P010,2,8000,2026-08-01 08:14:15,sales_2026_08_01.csv,2026-08-01 08:14:15,2,8000.0
T000151,S002,C040,P023,2,22000,2026-08-01 17:05:21,sales_2026_08_01.csv,2026-08-01 17:05:21,2,22000.0
T000152,S005,C048,P022,1,18000,2026-08-01 17:51:27,sales_2026_08_01.csv,2026-08-01 17:51:27,1,18000.0
T000153,S005,C068,P016,3,95000,2026-08-01 09:32:33,sales_2026_08_01.csv,2026-08-01 09:32:33,3,95000.0
T000154,S004,C096,P012,2,12000,2026-08-01 14:05:39,sales_2026_08_01.csv,2026-08-01 14:05:39,2,12000.0
T000155,S003,C046,P018,2,25000,2026-08-01 09:11:39,sales_2026_08_01.csv,2026-08-01 09:11:39,2,25000.0
T000156,S004,C035,P023,3,22000,2026-08-01 15:23:40,sales_2026_08_01.csv,2026-08-01 15:23:40,3,22000.0
T000157,S003,C030,P010,1,8000,2026-08-01 11:05:36,sales_2026_08_01.csv,2026-08-01 11:05:36,1,8000.0
T000158,S002,C041,P004,1,25000,2026-08-01 15:15:13,sales_2026_08_01.csv,2026-08-01 15:15:13,1,25000.0
T000159,S005,C098,P004,3,25000,2026-08-01 15:59:48,sales_2026_08_01.csv,2026-08-01 15:59:48,3,25000.0
T000160,S002,C025,P023,4,22000,2026-08-01 16:27:18,sales_2026_08_01.csv,2026-08-01 16:27:18,4,22000.0
T000161,S004,C036,P007,2,165000,2026-08-01 09:11:06,sales_2026_08_01.csv,2026-08-01 09:11:06,2,165000.0
T000162,S005,C098,P024,3,40000,2026-08-01 18:04:34,sales_2026_08_01.csv,2026-08-01 18:04:34,3,40000.0
T000163,S005,C037,P017,4,85000,2026-08-01 10:31:56,sales_2026_08_01.csv,2026-08-01 10:31:56,4,85000.0
T000164,S002,C038,P004,1,25000,2026-08-01 08:24:41,sales_2026_08_01.csv,2026-08-01 08:24:41,1,25000.0
T000165,S003,C023,P008,1,390000,2026-08-01 14:06:12,sales_2026_08_01.csv,2026-08-01 14:06:12,1,390000.0
T000166,S001,C091,P010,3,8000,2026-08-01 12:04:48,sales_2026_08_01.csv,2026-08-01 12:04:48,3,8000.0
T000167,S002,C036,P018,2,25000,2026-08-01 17:07:39,sales_2026_08_01.csv,2026-08-01 17:07:39,2,25000.0
T000168,S001,C071,P002,2,520000,2026-08-01 16:53:26,sales_2026_08_01.csv,2026-08-01 16:53:26,2,520000.0
T000169,S002,C082,P010,4,8000,2026-08-01 11:29:18,sales_2026_08_01.csv,2026-08-01 11:29:18,4,8000.0
T000170,S004,C014,P028,1,28000,2026-08-01 18:28:54,sales_2026_08_01.csv,2026-08-01 18:28:54,1,28000.0
T000171,S001,C074,P028,3,28000,2026-08-01 11:12:00,sales_2026_08_01.csv,2026-08-01 11:12:00,3,28000.0
T000172,S004,C062,P010,3,8000,2026-08-01 13:39:56,sales_2026_08_01.csv,2026-08-01 13:39:56,3,8000.0
T000173,S003,C024,P015,4,30000,2026-08-01 10:48:56,sales_2026_08_01.csv,2026-08-01 10:48:56,4,30000.0
T000174,S003,C062,P002,4,520000,2026-08-01 18:17:47,sales_2026_08_01.csv,2026-08-01 18:17:47,4,520000.0
T000175,S001,C052,P004,1,25000,2026-08-01 09:48:38,sales_2026_08_01.csv,2026-08-01 09:48:38,1,25000.0
T000176,S001,C074,P016,3,95000,2026-08-01 08:29:38,sales_2026_08_01.csv,2026-08-01 08:29:38,3,95000.0
T000177,S001,C020,P021,2,10000,2026-08-01 12:47:09,sales_2026_08_01.csv,2026-08-01 12:47:09,2,10000.0
T000178,S005,C039,P005,4,120000,2026-08-01 18:54:58,sales_2026_08_01.csv,2026-08-01 18:54:58,4,120000.0
T000179,S002,C016,P003,1,15000,2026-08-01 17:48:30,sales_2026_08_01.csv,2026-08-01 17:48:30,1,15000.0
T000180,S004,C078,P018,1,25000,2026-08-01 16:14:04,sales_2026_08_01.csv,2026-08-01 16:14:04,1,25000.0
T000181,S005,C029,P020,4,180000,2026-08-01 17:47:55,sales_2026_08_01.csv,2026-08-01 17:47:55,4,180000.0
T000182,S005,C049,P025,1,210000,2026-08-01 17:49:40,sales_2026_08_01.csv,2026-08-01 17:49:40,1,210000.0
T000183,S004,C039,P015,1,30000,2026-08-01 13:42:26,sales_2026_08_01.csv,2026-08-01 13:42:26,1,30000.0
T000184,S005,C055,P028,2,28000,2026-08-01 11:28:30,sales_2026_08_01.csv,2026-08-01 11:28:30,2,28000.0
T000185,S005,C080,P010,1,8000,2026-08-01 16:29:31,sales_2026_08_01.csv,2026-08-01 16:29:31,1,8000.0
T000186,S005,C095,P002,2,520000,2026-08-01 15:16:41,sales_2026_08_01.csv,2026-08-01 15:16:41,2,520000.0
T000187,S002,C081,P004,2,25000,2026-08-01 12:06:36,sales_2026_08_01.csv,2026-08-01 12:06:36,2,25000.0
T000188,S003,C085,P007,4,165000,2026-08-01 09:02:20,sales_2026_08_01.csv,2026-08-01 09:02:20,4,165000.0
T000189,S002,C031,P003,3,15000,2026-08-01 16:12:52,sales_2026_08_01.csv,2026-08-01 16:12:52,3,15000.0
T000190,S005,C010,P006,2,280000,2026-08-01 10:53:13,sales_2026_08_01.csv,2026-08-01 10:53:13,2,280000.0
T000191,S001,C053,P006,1,280000,2026-08-01 18:18:17,sales_2026_08_01.csv,2026-08-01 18:18:17,1,280000.0
T000192,S005,C061,P015,4,30000,2026-08-01 10:39:02,sales_2026_08_01.csv,2026-08-01 10:39:02,4,30000.0
T000193,S001,C030,P010,1,8000,2026-08-01 09:21:01,sales_2026_08_01.csv,2026-08-01 09:21:01,1,8000.0
T000194,S003,C090,P010,1,8000,2026-08-01 17:08:32,sales_2026_08_01.csv,2026-08-01 17:08:32,1,8000.0
T000195,S004,C010,P028,4,28000,2026-08-01 09:41:10,sales_2026_08_01.csv,2026-08-01 09:41:10,4,28000.0
T000196,S002,C034,P022,3,18000,2026-08-01 09:58:19,sales_2026_08_01.csv,2026-08-01 09:58:19,3,18000.0
T000197,S005,C085,P026,2,30000,2026-08-01 14:35:35,sales_2026_08_01.csv,2026-08-01 14:35:35,2,30000.0
T000198,S002,C055,P026,3,30000,2026-08-01 17:37:12,sales_2026_08_01.csv,2026-08-01 17:37:12,3,30000.0
T000199,S005,C029,P004,1,25000,2026-08-01 10:09:38,sales_2026_08_01.csv,2026-08-01 10:09:38,1,25000.0
T000200,S002,C035,P021,2,10000,2026-08-01 11:24:48,sales_2026_08_01.csv,2026-08-01 11:24:48,2,10000.0
T000201,S002,C010,P027,4,18000,2026-08-01 16:33:05,sales_2026_08_01.csv,2026-08-01 16:33:05,4,18000.0
T000202,S002,C040,P002,2,520000,2026-08-01 18:41:24,sales_2026_08_01.csv,2026-08-01 18:41:24,2,520000.0
T000203,S005,C037,P020,2,180000,2026-08-01 13:30:29,sales_2026_08_01.csv,2026-08-01 13:30:29,2,180000.0
T000204,S001,C060,P015,2,30000,2026-08-01 09:34:58,sales_2026_08_01.csv,2026-08-01 09:34:58,2,30000.0
T000205,S003,C090,P023,4,22000,2026-08-01 08:09:11,sales_2026_08_01.csv,2026-08-01 08:09:11,4,22000.0
T000206,S003,C065,P013,1,35000,2026-08-01 10:31:34,sales_2026_08_01.csv,2026-08-01 10:31:34,1,35000.0
T000207,S004,C057,P018,2,25000,2026-08-01 09:27:00,sales_2026_08_01.csv,2026-08-01 09:27:00,2,25000.0
T000208,S005,C006,P003,1,15000,2026-08-01 15:27:15,sales_2026_08_01.csv,2026-08-01 15:27:15,1,15000.0
T000209,S004,C095,P029,4,32000,2026-08-01 09:20:24,sales_2026_08_01.csv,2026-08-01 09:20:24,4,32000.0
T000210,S005,C033,P011,2,75000,2026-08-01 13:34:10,sales_2026_08_01.csv,2026-08-01 13:34:10,2,75000.0
T000211,S001,C030,P001,4,450000,2026-08-01 15:38:12,sales_2026_08_01.csv,2026-08-01 15:38:12,4,450000.0
T000212,S005,C076,P022,4,18000,2026-08-01 14:23:32,sales_2026_08_01.csv,2026-08-01 14:23:32,4,18000.0
T000213,S003,C074,P001,2,450000,2026-08-01 10:11:51,sales_2026_08_01.csv,2026-08-01 10:11:51,2,450000.0
T000214,S002,C061,P002,4,520000,2026-08-01 16:50:43,sales_2026_08_01.csv,2026-08-01 16:50:43,4,520000.0
T000215,S004,C036,P017,1,85000,2026-08-01 15:52:10,sales_2026_08_01.csv,2026-08-01 15:52:10,1,85000.0
T000216,S005,C056,P006,1,280000,2026-08-01 16:07:43,sales_2026_08_01.csv,2026-08-01 16:07:43,1,280000.0
