transaction_id,store_id,customer_id,product_id,quantity,unit_price,transaction_date,source_file,transaction_ts,quantity_num,unit_price_num
T900030,S004,C003,P001,2,450000.0,2026-08-06 12:59:00,sales_2026_08_06.csv,2026-08-06 12:59:00,2,450000.0
T900031,S002,C018,P029,1,32000.0,2026-08-06 18:20:00,sales_2026_08_06.csv,2026-08-06 18:20:00,1,32000.0
T900032,S005,C025,P005,1,120000.0,2026-08-06 11:52:00,sales_2026_08_06.csv,2026-08-06 11:52:00,1,120000.0
T900033,S004,C022,P029,3,32000.0,2026-08-06 13:25:00,sales_2026_08_06.csv,2026-08-06 13:25:00,3,32000.0
T900034,S005,C061,P021,3,10000.0,2026-08-06 09:13:00,sales_2026_08_06.csv,2026-08-06 09:13:00,3,10000.0
T900035,S005,C036,P026,4,30000.0,2026-08-06 11:41:00,sales_2026_08_06.csv,2026-08-06 11:41:00,4,30000.0
T900036,S005,C071,P029,4,32000.0,2026-08-06 14:56:00,sales_2026_08_06.csv,2026-08-06 14:56:00,4,32000.0
T900037,S003,C050,P018,2,25000.0,2026-08-06 10:16:00,sales_2026_08_06.csv,2026-08-06 10:16:00,2,25000.0
T900038,S003,C013,P016,3,95000.0,2026-08-06 11:47:00,sales_2026_08_06.csv,2026-08-06 11:47:00,3,95000.0
T900039,S005,C034,P028,4,28000.0,2026-08-06 19:37:00,sales_2026_08_06.csv,2026-08-06 19:37:00,4,28000.0
T900040,S005,C078,P023,3,22000.0,2026-08-06 17:25:00,sales_2026_08_06.csv,2026-08-06 17:25:00,3,22000.0
T900041,S001,C048,P008,4,390000.0,2026-08-06 11:08:00,sales_2026_08_06.csv,2026-08-06 11:08:00,4,390000.0
T900042,S002,C082,P009,1,45000.0,2026-08-06 09:48:00,sales_2026_08_06.csv,2026-08-06 09:48:00,1,45000.0
T900043,S002,C077,P028,2,28000.0,2026-08-06 09:09:00,sales_2026_08_06.csv,2026-08-06 09:09:00,2,28000.0
T900044,S002,C089,P022,1,18000.0,2026-08-06 18:27:00,sales_2026_08_06.csv,2026-08-06 18:27:00,1,18000.0
T900045,S004,C061,P012,4,12000.0,2026-08-06 14:24:00,sales_2026_08_06.csv,2026-08-06 14:24:00,4,12000.0
T900046,S003,C065,P009,1,45000.0,2026-08-06 16:16:00,sales_2026_08_06.csv,2026-08-06 16:16:00,1,45000.0
T900047,S003,C040,P029,1,32000.0,2026-08-06 18:46:00,sales_2026_08_06.csv,2026-08-06 18:46:00,1,32000.0
T900048,S005,C015,P003,3,15000.0,2026-08-06 18:56:00,sales_2026_08_06.csv,2026-08-06 18:56:00,3,15000.0
T900049,S001,C060,P021,1,10000.0,2026-08-06 18:21:00,sales_2026_08_06.csv,2026-08-06 18:21:00,1,10000.0
T900050,S002,C033,P028,2,28000.0,2026-08-06 12:27:00,sales_2026_08_06.csv,2026-08-06 12:27:00,2,28000.0
T900051,S001,C082,P018,3,25000.0,2026-08-06 15:00:00,sales_2026_08_06.csv,2026-08-06 15:00:00,3,25000.0
T900052,S002,C097,P015,2,30000.0,2026-08-06 16:48:00,sales_2026_08_06.csv,2026-08-06 16:48:00,2,30000.0
T900053,S004,C053,P001,1,450000.0,2026-08-06 16:58:00,sales_2026_08_06.csv,2026-08-06 16:58:00,1,450000.0
T900054,S005,C062,P005,2,120000.0,2026-08-06 18:19:00,sales_2026_08_06.csv,2026-08-06 18:19:00,2,120000.0
T900055,S004,C058,P005,2,120000.0,2026-08-06 10:23:00,sales_2026_08_06.csv,2026-08-06 10:23:00,2,120000.0
T900056,S003,C064,P002,1,520000.0,2026-08-06 16:49:00,sales_2026_08_06.csv,2026-08-06 16:49:00,1,520000.0
T900057,S003,C040,P018,4,25000.0,2026-08-06 17:20:00,sales_2026_08_06.csv,2026-08-06 17:20:00,4,25000.0
T900058,S002,C094,P009,3,45000.0,2026-08-06 08:07:00,sales_2026_08_06.csv,2026-08-06 08:07:00,3,45000.0
T900059,S005,C076,P030,1,50000.0,2026-08-06 12:15:00,sales_2026_08_06.csv,2026-08-06 12:15:00,1,50000.0
T900060,S002,C009,P016,1,95000.0,2026-08-06 11:56:00,sales_2026_08_06.csv,2026-08-06 11:56:00,1,95000.0
T900061,S004,C048,P015,4,30000.0,2026-08-06 09:46:00,sales_2026_08_06.csv,2026-08-06 09:46:00,4,30000.0
T900062,S004,C007,P028,2,28000.0,2026-08-06 09:48:00,sales_2026_08_06.csv,2026-08-06 09:48:00,2,28000.0
T900063,S003,C013,P011,4,75000.0,2026-08-06 10:42:00,sales_2026_08_06.csv,2026-08-06 10:42:00,4,75000.0
T900064,S001,C006,P023,3,22000.0,2026-08-06 16:10:00,sales_2026_08_06.csv,2026-08-06 16:10:00,3,22000.0
T900065,S003,C050,P009,4,45000.0,2026-08-06 16:55:00,sales_2026_08_06.csv,2026-08-06 16:55:00,4,45000.0
T900066,S001,C078,P030,2,50000.0,2026-08-06 11:59:00,sales_2026_08_06.csv,2026-08-06 11:59:00,2,50000.0
T900067,S001,C005,P018,4,25000.0,2026-08-06 19:19:00,sales_2026_08_06.csv,2026-08-06 19:19:00,4,25000.0
T900068,S005,C034,P018,3,25000.0,2026-08-06 18:41:00,sales_2026_08_06.csv,2026-08-06 18:41:00,3,25000.0
T900069,S003,C073,P013,4,35000.0,2026-08-06 15:57:00,sales_2026_08_06.csv,2026-08-06 15:57:00,4,35000.0
T900070,S003,C078,P019,2,55000.0,2026-08-06 09:15:00,sales_2026_08_06.csv,2026-08-06 09:15:00,2,55000.0
T900071,S004,C003,P025,1,210000.0,2026-08-06 09:21:00,sales_2026_08_06.csv,2026-08-06 09:21:00,1,210000.0
T900072,S005,C004,P003,2,15000.0,2026-08-06 17:35:00,sales_2026_08_06.csv,2026-08-06 17:35:00,2,15000.0
T900073,S004,C052,P001,1,450000.0,2026-08-06 17:14:00,sales_2026_08_06.csv,2026-08-06 17:14:00,1,450000.0
T900074,S005,C054,P011,1,75000.0,2026-08-06 09:45:00,sales_2026_08_06.csv,2026-08-06 09:45:00,1,75000.0
T900075,S001,C029,P003,1,15000.0,2026-08-06 11:04:00,sales_2026_08_06.csv,2026-08-06 11:04:00,1,15000.0
T900076,S004,C031,P011,2,75000.0,2026-08-06 13:04:00,sales_2026_08_06.csv,2026-08-06 13:04:00,2,75000.0
T900077,S002,C002,P012,4,12000.0,2026-08-06 12:42:00,sales_2026_08_06.csv,2026-08-06 12:42:00,4,12000.0
T900078,S005,C021,P016,2,95000.0,2026-08-06 11:34:00,sales_2026_08_06.csv,2026-08-06 11:34:00,2,95000.0
T900079,S002,C018,P008,4,390000.0,2026-08-06 19:59:00,sales_2026_08_06.csv,2026-08-06 19:59:00,4,390000.0
T900080,S005,C002,P027,4,18000.0,2026-08-06 11:50:00,sales_2026_08_06.csv,2026-08-06 11:50:00,4,18000.0
T900081,S001,C035,P026,1,30000.0,2026-08-06 14:12:00,sales_2026_08_06.csv,2026-08-06 14:12:00,1,30000.0
T900082,S003,C010,P013,4,35000.0,2026-08-06 09:42:00,sales_2026_08_06.csv,2026-08-06 09:42:00,4,35000.0
T900083,S002,C055,P014,4,7000.0,2026-08-06 13:27:00,sales_2026_08_06.csv,2026-08-06 13:27:00,4,7000.0
T900084,S001,C080,P006,1,280000.0,2026-08-06 15:55:00,sales_2026_08_06.csv,2026-08-06 15:55:00,1,280000.0
T900085,S001,C034,P008,1,390000.0,2026-08-06 18:41:00,sales_2026_08_06.csv,2026-08-06 18:41:00,1,390000.0
T900086,S004,C021,P029,3,32000.0,2026-08-06 08:25:00,sales_2026_08_06.csv,2026-08-06 08:25:00,3,32000.0
T900087,S002,C067,P013,2,35000.0,2026-08-06 09:15:00,sales_2026_08_06.csv,2026-08-06 09:15:00,2,35000.0
T900088,S001,C060,P024,4,40000.0,2026-08-06 11:34:00,sales_2026_08_06.csv,2026-08-06 11:34:00,4,40000.0
T900089,S003,C013,P008,2,390000.0,2026-08-06 10:27:00,sales_2026_08_06.csv,2026-08-06 10:27:00,2,390000.0
T900090,S003,C017,P030,2,50000.0,2026-08-06 12:29:00,sales_2026_08_06.csv,2026-08-06 12:29:00,2,50000.0
T900091,S004,C062,P003,1,15000.0,2026-08-06 09:28:00,sales_2026_08_06.csv,2026-08-06 09:28:00,1,15000.0
T900092,S004,C026,P004,1,25000.0,2026-08-06 08:41:00,sales_2026_08_06.csv,2026-08-06 08:41:00,1,25000.0
T900093,S003,C015,P014,2,7000.0,2026-08-06 09:59:00,sales_2026_08_06.csv,2026-08-06 09:59:00,2,7000.0
T900094,S005,C036,P021,4,10000.0,2026-08-06 10:26:00,sales_2026_08_06.csv,2026-08-06 10:26:00,4,10000.0
T900095,S003,C002,P026,4,30000.0,2026-08-06 15:13:00,sales_2026_08_06.csv,2026-08-06 15:13:00,4,30000.0
T900096,S005,C001,P025,4,210000.0,2026-08-06 08:10:00,sales_2026_08_06.csv,2026-08-06 08:10:00,4,210000.0
T900097,S004,C074,P018,3,25000.0,2026-08-06 08:24:00,sales_2026_08_06.csv,2026-08-06 08:24:00,3,25000.0
T900098,S005,C007,P006,4,280000.0,2026-08-06 15:18:00,sales_2026_08_06.csv,2026-08-06 15:18:00,4,280000.0
T900099,S005,C057,P005,4,120000.0,2026-08-06 19:46:00,sales_2026_08_06.csv,2026-08-06 19:46:00,4,120000.0
T900100,S004,C015,P016,3,95000.0,2026-08-06 10:12:00,sales_2026_08_06.csv,2026-08-06 10:12:00,3,95000.0
T900101,S004,C031,P019,1,55000.0,2026-08-06 11:03:00,sales_2026_08_06.csv,2026-08-06 11:03:00,1,55000.0
T900102,S002,C054,P024,1,40000.0,2026-08-06 19:20:00,sales_2026_08_06.csv,2026-08-06 19:20:00,1,40000.0
T900103,S001,C097,P021,4,10000.0,2026-08-06 08:37:00,sales_2026_08_06.csv,2026-08-06 08:37:00,4,10000.0
T900104,S002,C002,P012,2,12000.0,2026-08-06 16:58:00,sales_2026_08_06.csv,2026-08-06 16:58:00,2,12000.0
T900105,S002,C062,P017,1,85000.0,2026-08-06 08:32:00,sales_2026_08_06.csv,2026-08-06 08:32:00,1,85000.0
T900106,S001,C028,P012,1,12000.0,2026-08-06 10:04:00,sales_2026_08_06.csv,2026-08-06 10:04:00,1,12000.0
T900107,S002,C088,P012,2,12000.0,2026-08-06 18:55:00,sales_2026_08_06.csv,2026-08-06 18:55:00,2,12000.0
T900108,S003,C086,P009,2,45000.0,2026-08-06 14:07:00,sales_2026_08_06.csv,2026-08-06 14:07:00,2,45000.0
T900109,S003,C038,P002,1,520000.0,2026-08-06 17:38:00,sales_2026_08_06.csv,2026-08-06 17:38:00,1,520000.0
T900110,S002,C091,P025,4,210000.0,2026-08-06 17:05:00,sales_2026_08_06.csv,2026-08-06 17:05:00,4,210000.0
T900111,S002,C005,P006,3,280000.0,2026-08-06 18:37:00,sales_2026_08_06.csv,2026-08-06 18:37:00,3,280000.0
T900112,S002,C041,P028,3,28000.0,2026-08-06 12:13:00,sales_2026_08_06.csv,2026-08-06 12:13:00,3,28000.0
T900113,S003,C026,P020,4,180000.0,2026-08-06 11:16:00,sales_2026_08_06.csv,2026-08-06 11:16:00,4,180000.0
T900114,S001,C025,P018,3,25000.0,2026-08-06 10:42:00,sales_2026_08_06.csv,2026-08-06 10:42:00,3,25000.0
T900115,S003,C068,P003,1,15000.0,2026-08-06 15:20:00,sales_2026_08_06.csv,2026-08-06 15:20:00,1,15000.0
T900116,S004,C030,P012,1,12000.0,2026-08-06 08:29:00,sales_2026_08_06.csv,2026-08-06 08:29:00,1,12000.0
T900117,S001,C038,P022,2,18000.0,2026-08-06 09:34:00,sales_2026_08_06.csv,2026-08-06 09:34:00,2,18000.0
T900118,S002,C076,P029,2,32000.0,2026-08-06 16:16:00,sales_2026_08_06.csv,2026-08-06 16:16:00,2,32000.0
T900119,S003,C015,P030,1,50000.0,2026-08-06 13:56:00,sales_2026_08_06.csv,2026-08-06 13:56:00,1,50000.0
T900120,S002,C053,P002,3,520000.0,2026-08-06 11:23:00,sales_2026_08_06.csv,2026-08-06 11:23:00,3,520000.0
T900121,S005,C042,P005,3,120000.0,2026-08-06 10:28:00,sales_2026_08_06.csv,2026-08-06 10:28:00,3,120000.0
T900122,S002,C057,P012,1,12000.0,2026-08-06 17:51:00,sales_2026_08_06.csv,2026-08-06 17:51:00,1,12000.0
T900123,S001,C020,P005,3,120000.0,2026-08-06 18:52:00,sales_2026_08_06.csv,2026-08-06 18:52:00,3,120000.0
T900124,S003,C041,P015,2,30000.0,2026-08-06 18:06:00,sales_2026_08_06.csv,2026-08-06 18:06:00,2,30000.0
T900125,S005,C072,P023,1,22000.0,2026-08-06 12:07:00,sales_2026_08_06.csv,2026-08-06 12:07:00,1,22000.0
T900126,S005,C008,P014,2,7000.0,2026-08-06 19:35:00,sales_2026_08_06.csv,2026-08-06 19:35:00,2,7000.0
T900127,S001,C009,P002,2,520000.0,2026-08-06 12:18:00,sales_2026_08_06.csv,2026-08-06 12:18:00,2,520000.0
T900128,S004,C043,P008,2,390000.0,2026-08-06 19:21:00,sales_2026_08_06.csv,2026-08-06 19:21:00,2,390000.0
T900129,S005,C010,P020,3,180000.0,2026-08-06 18:40:00,sales_2026_08_06.csv,2026-08-06 18:40:00,3,180000.0
T900130,S005,C066,P012,3,12000.0,2026-08-06 16:31:00,sales_2026_08_06.csv,2026-08-06 16:31:00,3,12000.0
T900131,S003,C040,P022,4,18000.0,2026-08-06 08:05:00,sales_2026_08_06.csv,2026-08-06 08:05:00,4,18000.0
T900132,S003,C076,P001,1,450000.0,2026-08-06 12:02:00,sales_2026_08_06.csv,2026-08-06 12:02:00,1,450000.0
T900133,S003,C096,P028,2,28000.0,2026-08-06 13:49:00,sales_2026_08_06.csv,2026-08-06 13:49:00,2,28000.0
T900134,S003,C092,P013,2,35000.0,2026-08-06 18:16:00,sales_2026_08_06.csv,2026-08-06 18:16:00,2,35000.0
T900135,S003,C092,P028,4,28000.0,2026-08-06 19:28:00,sales_2026_08_06.csv,2026-08-06 19:28:00,4,28000.0
T900136,S003,C059,P030,1,50000.0,2026-08-06 16:00:00,sales_2026_08_06.csv,2026-08-06 16:00:00,1,50000.0
T900137,S001,C096,P013,2,35000.0,2026-08-06 09:56:00,sales_2026_08_06.csv,2026-08-06 09:56:00,2,35000.0
T900138,S001,C009,P016,3,95000.0,2026-08-06 16:02:00,sales_2026_08_06.csv,2026-08-06 16:02:00,3,95000.0
T900139,S004,C052,P002,2,520000.0,2026-08-06 17:35:00,sales_2026_08_06.csv,2026-08-06 17:35:00,2,520000.0
T900140,S005,C090,P002,1,520000.0,2026-08-06 14:08:00,sales_2026_08_06.csv,2026-08-06 14:08:00,1,520000.0
T900141,S004,C060,P026,1,30000.0,2026-08-06 12:23:00,sales_2026_08_06.csv,2026-08-06 12:23:00,1,30000.0
T900142,S005,C014,P006,2,280000.0,2026-08-06 13:13:00,sales_2026_08_06.csv,2026-08-06 13:13:00,2,280000.0
T900143,S002,C097,P030,3,50000.0,2026-08-06 18:06:00,sales_2026_08_06.csv,2026-08-06 18:06:00,3,50000.0
T900144,S005,C058,P022,4,18000.0,2026-08-06 16:56:00,sales_2026_08_06.csv,2026-08-06 16:56:00,4,18000.0
T900145,S005,C007,P008,2,390000.0,2026-08-06 17:47:00,sales_2026_08_06.csv,2026-08-06 17:47:00,2,390000.0
T900146,S001,C095,P001,2,450000.0,2026-08-06 11:55:00,sales_2026_08_06.csv,2026-08-06 11:55:00,2,450000.0
T900147,S003,C090,P023,4,22000.0,2026-08-06 10:56:00,sales_2026_08_06.csv,2026-08-06 10:56:00,4,22000.0
T900148,S001,C031,P006,3,280000.0,2026-08-06 08:11:00,sales_2026_08_06.csv,2026-08-06 08:11:00,3,280000.0
T900149,S003,C068,P005,2,120000.0,2026-08-06 14:51:00,sales_2026_08_06.csv,2026-08-06 14:51:00,2,120000.0
T900150,S004,C043,P023,1,22000.0,2026-08-06 12:10:00,sales_2026_08_06.csv,2026-08-06 12:10:00,1,22000.0
T900151,S002,C050,P018,1,25000.0,2026-08-06 14:55:00,sales_2026_08_06.csv,2026-08-06 14:55:00,1,25000.0
T900152,S001,C087,P017,2,85000.0,2026-08-06 15:14:00,sales_2026_08_06.csv,2026-08-06 15:14:00,2,85000.0
T900153,S003,C041,P012,3,12000.0,2026-08-06 15:22:00,sales_2026_08_06.csv,2026-08-06 15:22:00,3,12000.0
T900154,S001,C002,P008,1,390000.0,2026-08-06 11:14:00,sales_2026_08_06.csv,2026-08-06 11:14:00,1,390000.0
T900155,S002,C054,P018,4,25000.0,2026-08-06 18:12:00,sales_2026_08_06.csv,2026-08-06 18:12:00,4,25000.0
T900156,S004,C033,P021,1,10000.0,2026-08-06 13:17:00,sales_2026_08_06.csv,2026-08-06 13:17:00,1,10000.0
T900157,S001,C007,P010,4,8000.0,2026-08-06 12:22:00,sales_2026_08_06.csv,2026-08-06 12:22:00,4,8000.0
T900158,S001,C026,P004,3,25000.0,2026-08-06 18:53:00,sales_2026_08_06.csv,2026-08-06 18:53:00,3,25000.0
T900159,S001,C069,P010,3,8000.0,2026-08-06 08:07:00,sales_2026_08_06.csv,2026-08-06 08:07:00,3,8000.0
T900160,S005,C084,P017,3,85000.0,2026-08-06 10:37:00,sales_2026_08_06.csv,2026-08-06 10:37:00,3,85000.0
T900161,S005,C070,P029,4,32000.0,2026-08-06 08:06:00,sales_2026_08_06.csv,2026-08-06 08:06:00,4,32000.0
T900162,S003,C007,P024,3,40000.0,2026-08-06 13:46:00,sales_2026_08_06.csv,2026-08-06 13:46:00,3,40000.0
T900163,S001,C017,P016,1,95000.0,2026-08-06 14:38:00,sales_2026_08_06.csv,2026-08-06 14:38:00,1,95000.0
T900164,S005,C096,P029,2,32000.0,2026-08-06 14:57:00,sales_2026_08_06.csv,2026-08-06 14:57:00,2,32000.0
T900165,S005,C011,P028,4,28000.0,2026-08-06 12:02:00,sales_2026_08_06.csv,2026-08-06 12:02:00,4,28000.0
T900166,S002,C043,P020,2,180000.0,2026-08-06 08:33:00,sales_2026_08_06.csv,2026-08-06 08:33:00,2,180000.0
T900167,S002,C017,P029,1,32000.0,2026-08-06 13:27:00,sales_2026_08_06.csv,2026-08-06 13:27:00,1,32000.0
T900168,S002,C038,P005,3,120000.0,2026-08-06 18:58:00,sales_2026_08_06.csv,2026-08-06 18:58:00,3,120000.0
T900169,S004,C046,P024,1,40000.0,2026-08-06 17:20:00,sales_2026_08_06.csv,2026-08-06 17:20:00,1,40000.0
T900170,S005,C012,P007,3,165000.0,2026-08-06 19:57:00,sales_2026_08_06.csv,2026-08-06 19:57:00,3,165000.0
T900171,S001,C005,P008,4,390000.0,2026-08-06 16:19:00,sales_2026_08_06.csv,2026-08-06 16:19:00,4,390000.0
T900172,S005,C066,P009,3,45000.0,2026-08-06 13:25:00,sales_2026_08_06.csv,2026-08-06 13:25:00,3,45000.0
T900173,S003,C009,P012,2,12000.0,2026-08-06 16:08:00,sales_2026_08_06.csv,2026-08-06 16:08:00,2,12000.0
T900174,S004,C026,P004,4,25000.0,2026-08-06 14:42:00,sales_2026_08_06.csv,2026-08-06 14:42:00,4,25000.0
T900175,S002,C031,P007,2,165000.0,2026-08-06 18:47:00,sales_2026_08_06.csv,2026-08-06 18:47:00,2,165000.0
T900176,S001,C039,P009,3,45000.0,2026-08-06 17:36:00,sales_2026_08_06.csv,2026-08-06 17:36:00,3,45000.0
T900177,S001,C050,P027,1,18000.0,2026-08-06 14:35:00,sales_2026_08_06.csv,2026-08-06 14:35:00,1,18000.0
T900178,S005,C002,P001,2,450000.0,2026-08-06 12:18:00,sales_2026_08_06.csv,2026-08-06 12:18:00,2,450000.0
T900179,S002,C079,P007,3,165000.0,2026-08-06 14:50:00,sales_2026_08_06.csv,2026-08-06 14:50:00,3,165000.0
T900180,S001,C097,P021,4,10000.0,2026-08-06 15:28:00,sales_2026_08_06.csv,2026-08-06 15:28:00,4,10000.0
T900181,S003,C078,P009,4,45000.0,2026-08-06 18:13:00,sales_2026_08_06.csv,2026-08-06 18:13:00,4,45000.0
T900182,S003,C043,P020,1,180000.0,2026-08-06 19:10:00,sales_2026_08_06.csv,2026-08-06 19:10:00,1,180000.0
T900183,S004,C028,P029,3,32000.0,2026-08-06 12:32:00,sales_2026_08_06.csv,2026-08-06 12:32:00,3,32000.0
T900184,S004,C072,P001,2,450000.0,2026-08-06 09:52:00,sales_2026_08_06.csv,2026-08-06 09:52:00,2,450000.0
T900185,S001,C034,P007,2,165000.0,2026-08-06 18:19:00,sales_2026_08_06.csv,2026-08-06 18:19:00,2,165000.0
T900186,S001,C084,P001,1,450000.0,2026-08-06 11:09:00,sales_2026_08_06.csv,2026-08-06 11:09:00,1,450000.0
T900187,S003,C095,P010,4,8000.0,2026-08-06 08:15:00,sales_2026_08_06.csv,2026-08-06 08:15:00,4,8000.0
T900188,S005,C049,P022,1,18000.0,2026-08-06 17:54:00,sales_2026_08_06.csv,2026-08-06 17:54:00,1,18000.0
T900189,S003,C007,P002,2,520000.0,2026-08-06 15:26:00,sales_2026_08_06.csv,2026-08-06 15:26:00,2,520000.0
T900190,S004,C057,P006,4,280000.0,2026-08-06 19:44:00,sales_2026_08_06.csv,2026-08-06 19:44:00,4,280000.0
T900191,S004,C020,P007,2,165000.0,2026-08-06 15:25:00,sales_2026_08_06.csv,2026-08-06 15:25:00,2,165000.0
T900192,S005,C043,P027,1,18000.0,2026-08-06 10:41:00,sales_2026_08_06.csv,2026-08-06 10:41:00,1,18000.0
T900193,S003,C088,P015,4,30000.0,2026-08-06 09:49:00,sales_2026_08_06.csv,2026-08-06 09:49:00,4,30000.0
T900194,S002,C047,P010,4,8000.0,2026-08-06 11:11:00,sales_2026_08_06.csv,2026-08-06 11:11:00,4,8000.0
T900195,S002,C003,P030,2,50000.0,2026-08-06 08:35:00,sales_2026_08_06.csv,2026-08-06 08:35:00,2,50000.0
T900196,S002,C097,P003,2,15000.0,2026-08-06 09:29:00,sales_2026_08_06.csv,2026-08-06 09:29:00,2,15000.0
T900197,S001,C079,P026,3,30000.0,2026-08-06 15:42:00,sales_2026_08_06.csv,2026-08-06 15:42:00,3,30000.0
T900198,S005,C014,P009,4,45000.0,2026-08-06 15:39:00,sales_2026_08_06.csv,2026-08-06 15:39:00,4,45000.0
T900199,S003,C088,P021,2,10000.0,2026-08-06 16:28:00,sales_2026_08_06.csv,2026-08-06 16:28:00,2,10000.0
T900200,S001,C035,P012,4,12000.0,2026-08-06 19:55:00,sales_2026_08_06.csv,2026-08-06 19:55:00,4,12000.0
T900201,S003,C060,P029,2,32000.0,2026-08-06 15:16:00,sales_2026_08_06.csv,2026-08-06 15:16:00,2,32000.0
T900202,S002,C059,P009,4,45000.0,2026-08-06 18:17:00,sales_2026_08_06.csv,2026-08-06 18:17:00,4,45000.0
T900203,S004,C025,P009,3,45000.0,2026-08-06 18:15:00,sales_2026_08_06.csv,2026-08-06 18:15:00,3,45000.0
T900204,S002,C012,P025,3,210000.0,2026-08-06 15:04:00,sales_2026_08_06.csv,2026-08-06 15:04:00,3,210000.0
T900205,S005,C028,P014,3,7000.0,2026-08-06 11:17:00,sales_2026_08_06.csv,2026-08-06 11:17:00,3,7000.0
T900206,S002,C061,P030,1,50000.0,2026-08-06 13:57:00,sales_2026_08_06.csv,2026-08-06 13:57:00,1,50000.0
T900207,S003,C052,P007,2,165000.0,2026-08-06 10:09:00,sales_2026_08_06.csv,2026-08-06 10:09:00,2,165000.0
T900208,S003,C013,P009,2,45000.0,2026-08-06 14:44:00,sales_2026_08_06.csv,2026-08-06 14:44:00,2,45000.0
T900209,S003,C071,P017,1,85000.0,2026-08-06 19:13:00,sales_2026_08_06.csv,2026-08-06 19:13:00,1,85000.0
T900210,S002,C048,P006,3,280000.0,2026-08-06 14:26:00,sales_2026_08_06.csv,2026-08-06 14:26:00,3,280000.0
T900211,S002,C071,P024,4,40000.0,2026-08-06 16:29:00,sales_2026_08_06.csv,2026-08-06 16:29:00,4,40000.0
T900212,S004,C062,P030,4,50000.0,2026-08-06 08:13:00,sales_2026_08_06.csv,2026-08-06 08:13:00,4,50000.0
T900213,S003,C005,P011,1,75000.0,2026-08-06 14:57:00,sales_2026_08_06.csv,2026-08-06 14:57:00,1,75000.0
