transaction_id,store_id,customer_id,product_id,quantity,unit_price,transaction_date
T000944,S002,C089,P013,3,35000,2026-08-02 12:32:57
T000945,S001,C065,P024,1,40000,2026-08-02 12:56:54
T000946,S003,C007,P024,1,40000,2026-08-02 10:41:52
T000947,S004,C030,P004,4,25000,2026-08-02 15:48:45
T000948,S001,C044,P027,1,18000,2026-08-02 17:21:52
T000949,S005,C077,P020,3,180000,2026-08-02 17:37:13
T000950,S003,C004,P013,3,35000,2026-08-02 11:43:57
T000951,S003,C058,P021,3,10000,2026-08-02 13:50:21
T000952,S002,C046,P016,3,95000,2026-08-02 10:43:56
T000953,S004,C056,P018,2,25000,2026-08-02 10:41:33
T000954,S005,C085,P006,2,280000,2026-08-02 09:46:25
T000955,S001,C099,P013,1,35000,2026-08-02 18:20:24
T000956,S003,C032,P020,1,180000,2026-08-02 17:46:04
T000957,S001,C011,P023,1,22000,2026-08-02 16:33:03
T000958,S002,C049,P009,2,45000,2026-08-02 13:41:39
T000959,S002,C095,P023,2,22000,2026-08-02 13:23:48
T000960,S003,C047,P013,2,35000,2026-08-02 13:49:37
T000961,S001,C001,P004,2,25000,2026-08-02 13:54:08
T000962,S004,C047,P010,4,8000,2026-08-02 12:46:48
T000963,S003,C014,P025,2,210000,2026-08-02 09:26:57
T000964,S001,C024,P005,2,120000,2026-08-02 09:22:56
T000965,S004,C072,P014,1,7000,2026-08-02 18:28:29
T000966,S005,C053,P018,1,25000,2026-08-02 13:18:08
T000967,S001,C012,P004,4,25000,2026-08-02 18:29:06
T000968,S005,C012,P012,1,12000,2026-08-02 09:47:57
T000969,S005,C042,P020,2,180000,2026-08-02 14:05:54
T000970,S004,C002,P028,4,28000,2026-08-02 10:17:05
T000971,S004,C050,P010,1,8000,2026-08-02 10:47:06
T000972,S001,C093,P025,4,210000,2026-08-02 08:19:50
T000973,S005,C032,P029,2,32000,2026-08-02 09:18:30
T000974,S005,C022,P019,1,55000,2026-08-02 18:05:07
T000975,S004,C022,P022,1,18000,2026-08-02 11:32:12
T000976,S003,C039,P005,4,120000,2026-08-02 14:41:21
T000977,S004,C019,P009,1,45000,2026-08-02 13:06:54
T000978,S002,C056,P003,4,15000,2026-08-02 12:24:17
T000979,S004,C039,P009,3,45000,2026-08-02 13:51:02
T000980,S001,C047,P016,3,95000,2026-08-02 10:03:34
T000981,S002,C093,P009,4,45000,2026-08-02 18:52:28
T000982,S004,C077,P021,1,10000,2026-08-02 17:00:04
T000983,S002,C059,P020,4,180000,2026-08-02 16:09:27
T000984,S002,C039,P004,2,25000,2026-08-02 13:09:22
T000985,S004,C043,P001,4,450000,2026-08-02 09:40:53
T000986,S005,C049,P027,4,18000,2026-08-02 18:07:38
T000987,S003,C057,P026,3,30000,2026-08-02 11:45:18
T000988,S004,C084,P011,3,75000,2026-08-02 08:33:04
T000989,S002,C039,P020,4,180000,2026-08-02 11:45:59
T000990,S005,C089,P011,1,75000,2026-08-02 16:44:20
T000991,S004,C041,P007,3,165000,2026-08-02 14:50:59
T000992,S004,C041,P006,1,280000,2026-08-02 16:15:33
T000993,S004,C074,P010,3,8000,2026-08-02 16:43:47
T000994,S002,C042,P026,4,30000,2026-08-02 10:19:53
T000995,S003,C051,P013,1,35000,2026-08-02 18:09:41
T000996,S001,C073,P012,3,12000,2026-08-02 12:49:04
T000997,S005,C070,P007,2,165000,2026-08-02 15:01:44
T000998,S005,C004,P006,4,280000,2026-08-02 08:01:31
T000999,S004,C091,P024,3,40000,2026-08-02 18:55:37
T001000,S004,C038,P007,2,165000,2026-08-02 11:05:23
T001001,S001,C053,P027,4,18000,2026-08-02 08:40:57
T001002,S004,C018,P022,2,18000,2026-08-02 13:02:27
T001003,S003,C031,P021,4,10000,2026-08-02 09:25:09
T001004,S002,C092,P009,2,45000,2026-08-02 09:40:32
T001005,S004,C010,P014,4,7000,2026-08-02 14:57:18
T001006,S005,C062,P015,2,30000,2026-08-02 12:19:19
T001007,S004,C069,P019,1,55000,2026-08-02 18:08:25
T001008,S004,C070,P017,3,85000,2026-08-02 11:30:38
T001009,S003,C090,P002,2,520000,2026-08-02 15:59:16
T001010,S005,C077,P029,3,32000,2026-08-02 13:04:19
T001011,S001,C014,P021,2,10000,2026-08-02 15:15:34
T001012,S002,C085,P025,3,210000,2026-08-02 14:35:47
T001013,S003,C022,P022,1,18000,2026-08-02 13:12:02
T001014,S005,C006,P021,3,10000,2026-08-02 18:27:02
T001015,S004,C097,P019,3,55000,2026-08-02 11:46:11
T001016,S004,C014,P011,3,75000,2026-08-02 09:56:58
T001017,S001,C034,P001,1,450000,2026-08-02 15:27:32
T001018,S005,C096,P008,4,390000,2026-08-02 17:18:21
T001019,S005,C075,P017,3,85000,2026-08-02 08:26:34
T001020,S005,C029,P023,4,22000,2026-08-02 12:56:45
T001021,S003,C051,P015,2,30000,2026-08-02 17:49:02
T001022,S005,C089,P015,3,30000,2026-08-02 16:14:44
T001023,S002,C045,P017,2,85000,2026-08-02 18:54:35
T001024,S004,C014,P001,2,450000,2026-08-02 13:50:43
T001025,S004,C011,P010,4,8000,2026-08-02 15:15:35
T001026,S002,C045,P004,1,25000,2026-08-02 11:19:38
T001027,S003,C059,P010,2,8000,2026-08-02 18:25:22
T001028,S002,C067,P026,3,30000,2026-08-02 12:01:46
T001029,S003,C061,P016,3,95000,2026-08-02 16:07:25
T001030,S004,C093,P004,2,25000,2026-08-02 12:26:04
T001031,S004,C041,P023,4,22000,2026-08-02 14:10:48
T001032,S003,C006,P003,1,15000,2026-08-02 15:55:03
T001033,S001,C003,P026,3,30000,2026-08-02 13:35:53
T001034,S003,C083,P028,3,28000,2026-08-02 17:58:40
T001035,S002,C095,P004,2,25000,2026-08-02 12:36:44
T001036,S005,C023,P008,1,390000,2026-08-02 15:07:04
T001037,S002,C043,P018,2,25000,2026-08-02 11:45:57
T001038,S004,C060,P018,3,25000,2026-08-02 12:29:23
T001039,S004,C081,P008,2,390000,2026-08-02 12:50:25
T001040,S002,C082,P006,2,280000,2026-08-02 09:23:01
T001041,S004,C051,P022,4,18000,2026-08-02 09:00:32
T001042,S005,C026,P001,2,450000,2026-08-02 15:20:32
T001043,S005,C055,P015,1,30000,2026-08-02 15:12:38
T001044,S001,C091,P013,3,35000,2026-08-02 15:17:31
T001045,S002,C036,P007,2,165000,2026-08-02 08:13:02
T001046,S001,C074,P025,4,210000,2026-08-02 11:35:31
T001047,S005,C024,P004,4,25000,2026-08-02 10:10:33
T001048,S003,C026,P012,1,12000,2026-08-02 16:33:34
T001049,S001,C034,P015,4,30000,2026-08-02 17:28:00
T001050,S004,C068,P022,4,18000,2026-08-02 10:42:48
T001051,S003,C077,P021,4,10000,2026-08-02 15:20:46
T001052,S005,C051,P013,1,35000,2026-08-02 09:25:22
T001053,S001,C045,P019,4,55000,2026-08-02 11:01:36
T001054,S004,C080,P012,4,12000,2026-08-02 09:31:30
T001055,S003,C079,P006,2,280000,2026-08-02 11:07:07
T001056,S001,C087,P019,2,55000,2026-08-02 15:25:19
T001057,S003,C016,P005,4,120000,2026-08-02 18:00:48
T001058,S003,C015,P008,3,390000,2026-08-02 10:13:39
T001059,S003,C089,P006,4,280000,2026-08-02 13:57:46
T001060,S005,C050,P005,3,120000,2026-08-02 15:42:55
T001061,S005,C018,P014,4,7000,2026-08-02 18:28:55
T001062,S004,C055,P019,3,55000,2026-08-02 14:42:38
T001063,S004,C082,P006,3,280000,2026-08-02 10:48:22
T001064,S002,C072,P018,2,25000,2026-08-02 14:52:48
T001065,S004,C037,P006,1,280000,2026-08-02 11:31:31
T001066,S002,C041,P005,3,120000,2026-08-02 18:44:14
T001067,S004,C080,P027,3,18000,2026-08-02 12:23:47
T001068,S003,C002,P002,2,520000,2026-08-02 15:32:22
T001069,S002,C025,P016,3,95000,2026-08-02 08:15:19
T001070,S004,C072,P027,3,18000,2026-08-02 12:24:02
T001071,S004,C053,P017,3,85000,2026-08-02 17:37:34
T001072,S004,C054,P022,4,18000,2026-08-02 14:42:45
T001073,S004,C063,P023,2,22000,2026-08-02 12:53:00
T001074,S001,C073,P006,1,280000,2026-08-02 18:17:43
T001075,S002,C038,P001,4,450000,2026-08-02 17:23:37
T001076,S003,C029,P002,2,520000,2026-08-02 11:32:39
T001077,S003,C022,P018,4,25000,2026-08-02 13:59:24
T001078,S004,C073,P025,3,210000,2026-08-02 13:23:17
T001079,S004,C071,P024,2,40000,2026-08-02 14:57:15
T001080,S001,C074,P017,4,85000,2026-08-02 11:40:30
T001081,S003,C100,P004,4,25000,2026-08-02 10:41:10
T001082,S003,C070,P018,2,25000,2026-08-02 18:02:21
T001083,S001,C098,P027,4,18000,2026-08-02 18:09:45
T001084,S004,C070,P024,2,40000,2026-08-02 17:16:35
T001085,S004,C014,P007,4,165000,2026-08-02 18:45:36
T001086,S002,C039,P024,1,40000,2026-08-02 16:11:41
T001087,S001,C058,P028,4,28000,2026-08-02 16:24:40
T001088,S003,C012,P009,1,45000,2026-08-02 16:23:18
T001089,S001,C100,P015,1,30000,2026-08-02 13:17:12
T001090,S002,C027,P026,3,30000,2026-08-02 13:01:15
T001091,S005,C089,P026,3,30000,2026-08-02 10:38:32
T001092,S005,C081,P012,3,12000,2026-08-02 15:05:34
T001093,S002,C079,P014,3,7000,2026-08-02 11:10:57
T001094,S002,C027,P005,2,120000,2026-08-02 10:50:09
T001095,S001,C073,P026,2,30000,2026-08-02 14:26:44
T001096,S005,C036,P012,2,12000,2026-08-02 12:30:35
T001097,S005,C022,P020,2,180000,2026-08-02 10:24:26
T001098,S003,C038,P011,3,75000,2026-08-02 16:58:35
T001099,S003,C066,P019,2,55000,2026-08-02 17:27:58
T001100,S001,C018,P029,3,32000,2026-08-02 09:50:40
T001101,S004,C008,P025,2,210000,2026-08-02 08:04:57
T001102,S002,C090,P009,1,45000,2026-08-02 11:41:50
T001103,S002,C032,P028,2,28000,2026-08-02 16:46:21
T001104,S003,C032,P005,1,120000,2026-08-02 17:13:51
T001105,S004,C063,P025,1,210000,2026-08-02 09:31:17
T001106,S005,C081,P005,3,120000,2026-08-02 16:31:03
T001107,S004,C049,P009,3,45000,2026-08-02 09:16:21
T001108,S001,C082,P015,1,30000,2026-08-02 12:17:26
T001109,S001,C052,P026,2,30000,2026-08-02 18:59:04
T001110,S003,C089,P017,2,85000,2026-08-02 10:07:06
T001111,S003,C059,P030,4,50000,2026-08-02 09:41:36
T001112,S003,C075,P016,1,95000,2026-08-02 12:39:02
T001113,S001,C094,P001,2,450000,2026-08-02 14:48:58
T001114,S003,C009,P015,4,30000,2026-08-02 18:15:42
T001115,S005,C051,P026,2,30000,2026-08-02 18:47:20
T001116,S004,C028,P007,3,165000,2026-08-02 08:45:57
T001117,S003,C042,P016,4,95000,2026-08-02 09:31:04
T001118,S003,C044,P027,3,18000,2026-08-02 16:41:53
T001119,S005,C017,P018,1,25000,2026-08-02 10:58:37
T001120,S004,C044,P019,2,55000,2026-08-02 17:44:00
T001121,S001,C006,P029,1,32000,2026-08-02 15:17:52
T001122,S004,C003,P004,2,25000,2026-08-02 09:13:49
T001123,S002,C057,P004,3,25000,2026-08-02 17:09:28
T001124,S001,C055,P015,3,30000,2026-08-02 09:56:23
T001125,S002,C084,P007,1,165000,2026-08-02 12:39:30
T001126,S002,C036,P010,3,8000,2026-08-02 14:04:26
T001127,S003,C033,P003,1,15000,2026-08-02 13:30:30
T001128,S003,C086,P003,2,15000,2026-08-02 15:32:52
T001129,S002,C007,P029,4,32000,2026-08-02 15:10:46
T001130,S003,C093,P013,1,35000,2026-08-02 18:54:44
T001131,S002,C055,P023,1,22000,2026-08-02 18:59:37
T001132,S001,C091,P021,1,10000,2026-08-02 13:40:51
T001133,S001,C028,P004,1,25000,2026-08-02 09:02:49
T001134,S001,C017,P016,3,95000,2026-08-02 16:00:22
T001135,S002,C067,P019,1,55000,2026-08-02 18:44:35
T001136,S004,C002,P022,2,18000,2026-08-02 11:30:05
T001137,S003,C016,P001,2,450000,2026-08-02 13:04:23
T001138,S004,C089,P028,1,28000,2026-08-02 12:40:21
T001139,S004,C010,P005,1,120000,2026-08-02 08:33:56
T001140,S004,C012,P008,2,390000,2026-08-02 15:23:41
T001141,S001,C014,P024,4,40000,2026-08-02 11:53:12
T001142,S003,C039,P011,2,75000,2026-08-02 16:39:43
T001143,S004,C100,P005,3,120000,2026-08-02 17:09:11
T001144,S002,C083,P027,4,18000,2026-08-02 17:02:00
T001145,S002,C009,P022,4,18000,2026-08-02 12:34:59
T001146,S005,C002,P017,2,85000,2026-08-02 11:32:13
T001147,S002,C057,P020,1,180000,2026-08-02 16:14:13
T001148,S002,C081,P012,3,12000,2026-08-02 16:48:55
T001149,S002,C053,P024,1,40000,2026-08-02 13:24:13
T001150,S004,C028,P020,1,180000,2026-08-02 17:49:24
T001151,S001,C018,P003,2,15000,2026-08-02 09:34:58
T001152,S001,C076,P025,3,210000,2026-08-02 17:40:11
T001153,S004,C045,P024,4,40000,2026-08-02 09:03:25
T001154,S003,C018,P014,2,7000,2026-08-02 09:41:19
T001155,S003,C083,P008,2,390000,2026-08-02 13:52:20
T001156,S002,C071,P003,2,15000,2026-08-02 08:44:33
T001157,S005,C093,P020,3,180000,2026-08-02 08:34:51
T001158,S003,C100,P020,1,180000,2026-08-02 08:00:20
T001159,S001,C085,P023,1,22000,2026-08-02 12:47:58
T001160,S003,C027,P029,4,32000,2026-08-02 16:31:15
T001161,S005,C066,P017,1,85000,2026-08-02 08:22:59
T001162,S004,C038,P007,2,165000,2026-08-02 15:10:29
T001163,S001,C031,P021,3,10000,2026-08-02 17:03:15
T001164,S004,C015,P016,2,95000,2026-08-02 09:50:52
T001165,S004,C082,P008,1,390000,2026-08-02 09:36:55
T001166,S001,C068,P020,1,180000,2026-08-02 17:28:07
T001167,S001,C047,P029,2,32000,2026-08-02 17:03:15
T001168,S003,C017,P030,3,50000,2026-08-02 13:55:42
T001169,S005,C054,P013,2,35000,2026-08-02 17:00:40
T001170,S005,C088,P012,1,12000,2026-08-02 09:01:13
T001171,S004,C099,P006,2,280000,2026-08-02 12:20:21
T001172,S001,C076,P003,3,15000,2026-08-02 16:06:56
T001173,S001,C034,P003,3,15000,2026-08-02 10:49:55
T001174,S001,C008,P007,2,165000,2026-08-02 16:16:32
T001175,S004,C065,P026,1,30000,2026-08-02 13:32:45
T001176,S005,C099,P010,3,8000,2026-08-02 16:15:10
T001177,S004,C090,P014,3,7000,2026-08-02 13:06:41
T001178,S001,C082,P013,2,35000,2026-08-02 12:02:49
T001179,S005,C079,P018,2,25000,2026-08-02 10:24:39
T001180,S003,C011,P005,3,120000,2026-08-02 10:17:31
T001181,S001,C066,P010,3,8000,2026-08-02 16:15:59
T001182,S002,C020,P030,4,50000,2026-08-02 09:18:28
T001183,S003,C051,P018,4,25000,2026-08-02 08:56:44
T001184,S001,C040,P019,2,55000,2026-08-02 09:56:21
T001185,S004,C094,P023,1,22000,2026-08-02 09:55:43
T001186,S002,C008,P028,1,28000,2026-08-02 17:03:15
T001187,S001,C056,P008,1,390000,2026-08-02 12:23:00
T001188,S004,C079,P004,3,25000,2026-08-02 18:53:39
T001189,S001,C040,P020,4,180000,2026-08-02 09:30:33
T001190,S002,C016,P022,4,18000,2026-08-02 15:11:20
T001191,S002,C090,P001,1,450000,2026-08-02 12:56:09
T001192,S002,C064,P001,4,450000,2026-08-02 12:19:19
T001193,S005,C067,P012,1,12000,2026-08-02 17:37:33
T001194,S003,C022,P026,4,30000,2026-08-02 18:43:53
T001195,S002,C096,P012,4,12000,2026-08-02 17:36:05
T001196,S003,C094,P025,2,210000,2026-08-02 10:06:55
T001197,S001,C099,P029,3,32000,2026-08-02 10:25:43
T001198,S001,C043,P029,2,32000,2026-08-02 15:13:00
T001199,S004,C035,P026,4,30000,2026-08-02 11:10:47
T001200,S001,C034,P017,2,85000,2026-08-02 16:04:55
T001201,S005,C081,P023,1,22000,2026-08-02 14:13:50
T001202,S004,C059,P003,3,15000,2026-08-02 14:03:35
T001203,S003,C008,P017,2,85000,2026-08-02 17:06:50
T001204,S005,C022,P016,2,95000,2026-08-02 15:48:57
T001205,S002,C033,P012,2,12000,2026-08-02 08:17:32
T001206,S001,C074,P025,3,210000,2026-08-02 08:32:38
T001207,S001,C030,P022,4,18000,2026-08-02 14:37:01
T001208,S005,C001,P024,2,40000,2026-08-02 13:20:53
T001209,S001,C032,P002,3,520000,2026-08-02 10:51:43
T001210,S004,C047,P002,2,520000,2026-08-02 12:36:18
T001211,S002,C023,P013,2,35000,2026-08-02 16:20:13
T001212,S001,C071,P030,1,50000,2026-08-02 17:05:33
T001213,S004,C029,P026,2,30000,2026-08-02 14:10:24
T001214,S002,C054,P011,1,75000,2026-08-02 12:14:20
T001215,S003,C035,P030,4,50000,2026-08-02 10:58:39
T001216,S001,C074,P027,1,18000,2026-08-02 13:44:27
T001217,S001,C065,P012,1,12000,2026-08-02 11:27:44
T001218,S001,C023,P022,2,18000,2026-08-02 14:12:18
T001219,S005,C006,P008,3,390000,2026-08-02 15:26:35
T001220,S001,C060,P013,4,35000,2026-08-02 08:43:36
T001221,S003,C100,P028,2,28000,2026-08-02 08:00:42
T001222,S003,C042,P028,1,28000,2026-08-02 10:20:06
T001223,S005,C059,P003,3,15000,2026-08-02 17:50:22
T001224,S003,C026,P001,4,450000,2026-08-02 15:06:33
T001225,S005,C039,P010,4,8000,2026-08-02 09:53:29
T001226,S005,C032,P024,4,40000,2026-08-02 17:47:34
T001227,S003,C076,P015,1,30000,2026-08-02 13:10:10
T001228,S002,C094,P016,4,95000,2026-08-02 13:14:13
T001229,S005,C098,P029,4,32000,2026-08-02 18:17:27
T001230,S002,C020,P026,2,30000,2026-08-02 08:39:15
T001231,S004,C004,P001,2,450000,2026-08-02 10:22:01
T001232,S005,C045,P008,2,390000,2026-08-02 14:26:36
T001233,S001,C043,P021,2,10000,2026-08-02 10:09:01
T001234,S004,C095,P001,2,450000,2026-08-02 15:28:29
T001235,S003,C014,P024,1,40000,2026-08-02 10:21:18
T001236,S005,C031,P007,4,165000,2026-08-02 09:05:26
T001237,S004,C008,P014,2,7000,2026-08-02 10:16:36
T001238,S003,C012,P005,1,120000,2026-08-02 12:39:00
T001239,S002,C067,P002,3,520000,2026-08-02 09:56:15
T001240,S003,C059,P014,1,7000,2026-08-02 09:28:53
T001241,S001,C075,P024,3,40000,2026-08-02 17:27:47
T001242,S005,C018,P004,1,25000,2026-08-02 11:31:27
T001243,S004,C010,P021,2,10000,2026-08-02 11:58:06
T001244,S005,C008,P019,1,55000,2026-08-02 08:36:28
T001245,S002,C031,P014,3,7000,2026-08-02 11:55:51
T001246,S003,C041,P010,2,8000,2026-08-02 10:54:46
T001247,S004,C090,P030,4,50000,2026-08-02 14:42:55
T001248,S003,C041,P027,2,18000,2026-08-02 10:15:33
T001249,S003,C030,P015,4,30000,2026-08-02 17:46:19
T001250,S002,C018,P003,1,15000,2026-08-02 18:13:34
T001251,S005,C014,P025,3,210000,2026-08-02 09:05:53
T001252,S001,C022,P005,4,120000,2026-08-02 09:10:53
T001253,S004,C041,P015,1,30000,2026-08-02 09:16:06
T001254,S001,C069,P014,2,7000,2026-08-02 14:48:54
T001255,S002,C058,P012,2,12000,2026-08-02 09:20:29
T001256,S004,C034,P010,1,8000,2026-08-02 17:22:34
T001257,S001,C012,P028,4,28000,2026-08-02 16:17:49
T001258,S003,C091,P006,1,280000,2026-08-02 17:01:04
T001259,S005,C006,P023,3,22000,2026-08-02 13:47:11
T001260,S003,C019,P007,1,165000,2026-08-02 18:57:48
T001261,S002,C046,P003,2,15000,2026-08-02 08:29:09
T001262,S005,C007,P013,1,35000,2026-08-02 12:24:50
T001263,S003,C034,P022,1,18000,2026-08-02 11:33:47
T001264,S002,C004,P027,2,18000,2026-08-02 18:26:06
T001265,S004,C072,P013,1,35000,2026-08-02 14:20:43
T001266,S005,C032,P024,4,40000,2026-08-02 16:52:05
T001267,S004,C014,P004,4,25000,2026-08-02 09:52:25
T001268,S002,C016,P026,4,30000,2026-08-02 18:45:53
T001269,S001,C100,P001,2,450000,2026-08-02 13:29:06
T001270,S002,C026,P008,3,390000,2026-08-02 13:25:49
T001271,S004,C048,P027,2,18000,2026-08-02 18:40:47
T001272,S001,C075,P022,4,18000,2026-08-02 12:11:17
T001273,S003,C010,P019,4,55000,2026-08-02 12:22:21
T001274,S001,C026,P001,4,450000,2026-08-02 14:25:56
T001275,S004,C017,P029,2,32000,2026-08-02 09:24:30
T001276,S003,C016,P003,3,15000,2026-08-02 11:31:54
T001277,S004,C007,P002,1,520000,2026-08-02 10:07:31
T001278,S005,C056,P006,4,280000,2026-08-02 09:08:10
T001279,S004,C064,P027,4,18000,2026-08-02 17:31:39
T001280,S004,C088,P001,1,450000,2026-08-02 14:28:57
T001281,S002,C046,P014,3,7000,2026-08-02 11:56:43
T001282,S002,C036,P007,3,165000,2026-08-02 12:29:43
T001283,S004,C020,P009,2,45000,2026-08-02 12:44:48
T001284,S005,C080,P002,4,520000,2026-08-02 14:57:52
T001285,S002,C083,P020,2,180000,2026-08-02 18:11:40
T001286,S004,C053,P010,4,8000,2026-08-02 18:15:38
T001287,S005,C062,P029,3,32000,2026-08-02 12:18:23
T001288,S001,C036,P002,4,520000,2026-08-02 11:37:18
T001289,S002,C054,P013,2,35000,2026-08-02 12:57:41
T001290,S005,C032,P007,4,165000,2026-08-02 14:14:50
T001291,S005,C003,P021,2,10000,2026-08-02 13:04:47
T001292,S003,C062,P013,2,35000,2026-08-02 15:14:46
T001293,S004,C045,P018,2,25000,2026-08-02 14:05:54
T001294,S005,C065,P030,2,50000,2026-08-02 11:31:40
T001295,S004,C035,P011,4,75000,2026-08-02 11:48:10
T001296,S001,C041,P006,1,280000,2026-08-02 12:09:52
T001297,S002,C004,P020,3,180000,2026-08-02 09:02:27
T001298,S003,C008,P029,2,32000,2026-08-02 09:49:36
T001299,S004,C068,P026,3,30000,2026-08-02 15:57:15
T001300,S005,C030,P012,4,12000,2026-08-02 12:16:48
T001301,S001,C032,P006,4,280000,2026-08-02 10:21:35
T001302,S002,C035,P022,4,18000,2026-08-02 14:11:21
T001303,S001,C098,P018,4,25000,2026-08-02 16:18:39
T001304,S005,C050,P008,3,390000,2026-08-02 10:49:53
T001305,S002,C023,P012,3,12000,2026-08-02 17:05:40
T001306,S005,C041,P008,4,390000,2026-08-02 18:12:09
T001307,S003,C076,P026,1,30000,2026-08-02 14:34:16
T001308,S003,C073,P001,1,450000,2026-08-02 15:21:30
T001309,S002,C073,P019,4,55000,2026-08-02 08:34:42
T001310,S004,C070,P007,3,165000,2026-08-02 18:24:02
T001311,S002,C063,P010,4,8000,2026-08-02 12:19:02
T001312,S001,C008,P002,1,520000,2026-08-02 18:09:46
T001313,S005,C029,P008,4,390000,2026-08-02 14:22:07
T001314,S005,C062,P001,4,450000,2026-08-02 08:03:02
T001315,S003,C079,P001,3,450000,2026-08-02 08:25:26
T001316,S002,C044,P007,4,165000,2026-08-02 15:29:04
T001317,S002,C042,P023,4,22000,2026-08-02 14:11:21
T001318,S001,C019,P002,1,520000,2026-08-02 08:17:30
T001319,S002,C100,P019,2,55000,2026-08-02 16:10:41
T001320,S005,C047,P004,1,25000,2026-08-02 17:22:24
T001321,S003,C091,P003,1,15000,2026-08-02 13:27:38
T001322,S004,C076,P022,1,18000,2026-08-02 13:07:23
T001323,S003,C039,P004,2,25000,2026-08-02 08:03:36
T001324,S002,C021,P011,3,75000,2026-08-02 16:39:11
T001325,S004,C082,P024,4,40000,2026-08-02 11:38:16
T001326,S003,C023,P016,4,95000,2026-08-02 17:39:59
T001327,S005,C089,P023,4,22000,2026-08-02 12:06:13
T001328,S005,C046,P029,4,32000,2026-08-02 14:12:57
T001329,S005,C023,P008,1,390000,2026-08-02 10:58:25
T001330,S003,C094,P013,3,35000,2026-08-02 09:45:59
T001331,S003,C017,P023,2,22000,2026-08-02 16:31:26
T001332,S001,C090,P006,1,280000,2026-08-02 13:27:44
T001333,S004,C099,P019,1,55000,2026-08-02 13:54:04
T001334,S001,C024,P019,1,55000,2026-08-02 18:37:10
T001335,S003,C079,P020,1,180000,2026-08-02 18:35:57
T001336,S005,C014,P008,4,390000,2026-08-02 17:24:43
T001337,S004,C019,P030,4,50000,2026-08-02 10:03:49
T001338,S001,C031,P011,4,75000,2026-08-02 14:32:13
T001339,S003,C022,P012,4,12000,2026-08-02 17:39:34
T001340,S001,C091,P021,3,10000,2026-08-02 12:07:08
T001341,S003,C058,P022,1,18000,2026-08-02 09:06:43
T001342,S003,C027,P001,2,450000,2026-08-02 16:55:14
T001343,S001,C045,P008,3,390000,2026-08-02 13:17:57
T001344,S001,C093,P009,1,45000,2026-08-02 14:12:29
T001345,S001,C050,P001,3,450000,2026-08-02 18:48:12
T001346,S004,C022,P015,3,30000,2026-08-02 14:40:45
T001347,S004,C064,P029,4,32000,2026-08-02 12:40:29
T001348,S004,C045,P029,4,32000,2026-08-02 12:04:11
T001349,S004,C013,P018,1,25000,2026-08-02 12:35:37
