transaction_id,store_id,customer_id,product_id,quantity,unit_price,transaction_date
T000073,S002,C036,P021,4,10000,2026-08-01 17:23:14
T000074,S001,C092,P015,1,30000,2026-08-01 10:34:24
T000075,S002,C035,P010,4,8000,2026-08-01 08:38:28
T000076,S003,C070,P011,4,75000,2026-08-01 11:05:42
T000077,S002,C020,P003,4,15000,2026-08-01 11:13:46
T000078,S004,C089,P008,2,390000,2026-08-01 15:16:51
T000079,S002,C009,P005,1,120000,2026-08-01 14:07:38
T000080,S004,C043,P014,3,7000,2026-08-01 16:37:22
T000081,S004,C054,P018,4,25000,2026-08-01 15:18:26
T000082,S002,C054,P002,2,520000,2026-08-01 12:28:12
T000083,S005,C090,P013,2,35000,2026-08-01 16:57:15
T000084,S005,C049,P001,2,450000,2026-08-01 09:50:12
T000085,S001,C046,P016,2,95000,2026-08-01 08:14:59
T000086,S004,C054,P010,1,8000,2026-08-01 08:59:25
T000087,S005,C078,P018,4,25000,2026-08-01 15:56:45
T000088,S002,C063,P029,3,32000,2026-08-01 13:04:50
T000089,S003,C056,P008,3,390000,2026-08-01 09:46:26
T000090,S001,C050,P016,4,95000,2026-08-01 13:30:41
T000091,S004,C093,P011,4,75000,2026-08-01 09:40:31
T000092,S004,C017,P006,2,280000,2026-08-01 15:39:34
T000093,S005,C004,P020,2,180000,2026-08-01 12:54:27
T000094,S004,C076,P030,1,50000,2026-08-01 12:11:28
T000095,S001,C011,P019,1,55000,2026-08-01 11:18:59
T000096,S004,C018,P021,3,10000,2026-08-01 14:55:59
T000097,S004,C024,P028,3,28000,2026-08-01 11:58:47
T000098,S003,C049,P002,4,520000,2026-08-01 08:57:50
T000099,S002,C059,P011,2,75000,2026-08-01 09:17:53
T000100,S003,C098,P011,2,75000,2026-08-01 18:34:51
T000101,S004,C036,P029,2,32000,2026-08-01 17:59:39
T000102,S004,C033,P025,2,210000,2026-08-01 15:41:48
T000103,S001,C061,P027,2,18000,2026-08-01 10:55:28
T000104,S005,C007,P001,4,450000,2026-08-01 18:39:39
T000105,S002,C084,P012,2,12000,2026-08-01 16:33:58
T000106,S001,C097,P003,2,15000,2026-08-01 15:53:08
T000107,S002,C026,P001,4,450000,2026-08-01 12:56:34
T000108,S001,C080,P027,3,18000,2026-08-01 10:59:40
T000109,S002,C017,P005,1,120000,2026-08-01 09:03:37
T000110,S001,C073,P016,2,95000,2026-08-01 17:55:43
T000111,S004,C090,P007,1,165000,2026-08-01 13:00:48
T000112,S003,C022,P009,3,45000,2026-08-01 10:13:33
T000113,S005,C096,P020,3,180000,2026-08-01 11:21:55
T000114,S001,C100,P023,4,22000,2026-08-01 14:22:17
T000115,S002,C040,P027,3,18000,2026-08-01 09:56:40
T000116,S005,C004,P004,2,25000,2026-08-01 17:25:21
T000117,S003,C074,P030,1,50000,2026-08-01 16:20:37
T000118,S004,C051,P022,2,18000,2026-08-01 15:54:50
T000119,S002,C010,P023,3,22000,2026-08-01 12:45:10
T000120,S002,C014,P019,2,55000,2026-08-01 14:54:01
T000121,S003,C088,P023,1,22000,2026-08-01 14:25:30
T000122,S001,C073,P020,1,180000,2026-08-01 15:08:53
T000123,S001,C045,P026,3,30000,2026-08-01 08:55:43
T000124,S004,C085,P018,4,25000,2026-08-01 12:34:25
T000125,S001,C065,P012,4,12000,2026-08-01 08:27:27
T000126,S003,C002,P021,1,10000,2026-08-01 13:26:02
T000127,S004,C063,P028,1,28000,2026-08-01 11:37:42
T000128,S004,C047,P004,3,25000,2026-08-01 09:35:23
T000129,S004,C091,P021,3,10000,2026-08-01 09:08:14
T000130,S004,C023,P005,1,120000,2026-08-01 14:27:50
T000131,S005,C084,P024,4,40000,2026-08-01 09:52:35
T000132,S005,C069,P009,2,45000,2026-08-01 18:10:34
T000133,S004,C060,P025,4,210000,2026-08-01 14:23:30
T000134,S005,C035,P014,2,7000,2026-08-01 11:48:56
T000135,S002,C012,P011,3,75000,2026-08-01 14:30:00
T000136,S004,C032,P009,2,45000,2026-08-01 08:15:03
T000137,S004,C073,P025,1,210000,2026-08-01 18:32:38
T000138,S004,C044,P020,2,180000,2026-08-01 13:18:19
T000139,S004,C042,P001,2,450000,2026-08-01 16:36:36
T000140,S004,C028,P006,1,280000,2026-08-01 08:54:36
T000141,S003,C044,P012,2,12000,2026-08-01 13:21:11
T000142,S005,C090,P009,3,45000,2026-08-01 13:23:51
T000143,S003,C072,P029,2,32000,2026-08-01 18:18:57
T000144,S005,C025,P001,1,450000,2026-08-01 14:17:20
T000145,S002,C093,P003,3,15000,2026-08-01 13:12:30
T000146,S004,C072,P014,4,7000,2026-08-01 10:56:12
T000147,S002,C089,P025,4,210000,2026-08-01 11:38:50
T000148,S004,C058,P016,3,95000,2026-08-01 13:43:38
T000149,S001,C012,P026,4,30000,2026-08-01 12:49:40
T000150,S002,C052,P010,2,8000,2026-08-01 08:14:15
T000151,S002,C040,P023,2,22000,2026-08-01 17:05:21
T000152,S005,C048,P022,1,18000,2026-08-01 17:51:27
T000153,S005,C068,P016,3,95000,2026-08-01 09:32:33
T000154,S004,C096,P012,2,12000,2026-08-01 14:05:39
T000155,S003,C046,P018,2,25000,2026-08-01 09:11:39
T000156,S004,C035,P023,3,22000,2026-08-01 15:23:40
T000157,S003,C030,P010,1,8000,2026-08-01 11:05:36
T000158,S002,C041,P004,1,25000,2026-08-01 15:15:13
T000159,S005,C098,P004,3,25000,2026-08-01 15:59:48
T000160,S002,C025,P023,4,22000,2026-08-01 16:27:18
T000161,S004,C036,P007,2,165000,2026-08-01 09:11:06
T000162,S005,C098,P024,3,40000,2026-08-01 18:04:34
T000163,S005,C037,P017,4,85000,2026-08-01 10:31:56
T000164,S002,C038,P004,1,25000,2026-08-01 08:24:41
T000165,S003,C023,P008,1,390000,2026-08-01 14:06:12
T000166,S001,C091,P010,3,8000,2026-08-01 12:04:48
T000167,S002,C036,P018,2,25000,2026-08-01 17:07:39
T000168,S001,C071,P002,2,520000,2026-08-01 16:53:26
T000169,S002,C082,P010,4,8000,2026-08-01 11:29:18
T000170,S004,C014,P028,1,28000,2026-08-01 18:28:54
T000171,S001,C074,P028,3,28000,2026-08-01 11:12:00
T000172,S004,C062,P010,3,8000,2026-08-01 13:39:56
T000173,S003,C024,P015,4,30000,2026-08-01 10:48:56
T000174,S003,C062,P002,4,520000,2026-08-01 18:17:47
T000175,S001,C052,P004,1,25000,2026-08-01 09:48:38
T000176,S001,C074,P016,3,95000,2026-08-01 08:29:38
T000177,S001,C020,P021,2,10000,2026-08-01 12:47:09
T000178,S005,C039,P005,4,120000,2026-08-01 18:54:58
T000179,S002,C016,P003,1,15000,2026-08-01 17:48:30
T000180,S004,C078,P018,1,25000,2026-08-01 16:14:04
T000181,S005,C029,P020,4,180000,2026-08-01 17:47:55
T000182,S005,C049,P025,1,210000,2026-08-01 17:49:40
T000183,S004,C039,P015,1,30000,2026-08-01 13:42:26
T000184,S005,C055,P028,2,28000,2026-08-01 11:28:30
T000185,S005,C080,P010,1,8000,2026-08-01 16:29:31
T000186,S005,C095,P002,2,520000,2026-08-01 15:16:41
T000187,S002,C081,P004,2,25000,2026-08-01 12:06:36
T000188,S003,C085,P007,4,165000,2026-08-01 09:02:20
T000189,S002,C031,P003,3,15000,2026-08-01 16:12:52
T000190,S005,C010,P006,2,280000,2026-08-01 10:53:13
T000191,S001,C053,P006,1,280000,2026-08-01 18:18:17
T000192,S005,C061,P015,4,30000,2026-08-01 10:39:02
T000193,S001,C030,P010,1,8000,2026-08-01 09:21:01
T000194,S003,C090,P010,1,8000,2026-08-01 17:08:32
T000195,S004,C010,P028,4,28000,2026-08-01 09:41:10
T000196,S002,C034,P022,3,18000,2026-08-01 09:58:19
T000197,S005,C085,P026,2,30000,2026-08-01 14:35:35
T000198,S002,C055,P026,3,30000,2026-08-01 17:37:12
T000199,S005,C029,P004,1,25000,2026-08-01 10:09:38
T000200,S002,C035,P021,2,10000,2026-08-01 11:24:48
T000201,S002,C010,P027,4,18000,2026-08-01 16:33:05
T000202,S002,C040,P002,2,520000,2026-08-01 18:41:24
T000203,S005,C037,P020,2,180000,2026-08-01 13:30:29
T000204,S001,C060,P015,2,30000,2026-08-01 09:34:58
T000205,S003,C090,P023,4,22000,2026-08-01 08:09:11
T000206,S003,C065,P013,1,35000,2026-08-01 10:31:34
T000207,S004,C057,P018,2,25000,2026-08-01 09:27:00
T000208,S005,C006,P003,1,15000,2026-08-01 15:27:15
T000209,S004,C095,P029,4,32000,2026-08-01 09:20:24
T000210,S005,C033,P011,2,75000,2026-08-01 13:34:10
T000211,S001,C030,P001,4,450000,2026-08-01 15:38:12
T000212,S005,C076,P022,4,18000,2026-08-01 14:23:32
T000213,S003,C074,P001,2,450000,2026-08-01 10:11:51
T000214,S002,C061,P002,4,520000,2026-08-01 16:50:43
T000215,S004,C036,P017,1,85000,2026-08-01 15:52:10
T000216,S005,C056,P006,1,280000,2026-08-01 16:07:43
T000217,S004,C012,P021,4,10000,2026-08-01 09:26:29
T000218,S003,C053,P016,2,95000,2026-08-01 09:21:40
T000219,S003,C086,P011,3,75000,2026-08-01 18:12:11
T000220,S002,C043,P004,1,25000,2026-08-01 12:22:24
T000221,S004,C037,P014,4,7000,2026-08-01 11:18:37
T000222,S004,C098,P022,1,18000,2026-08-01 13:22:27
T000223,S001,C059,P018,3,25000,2026-08-01 15:17:29
T000224,S003,C033,P003,2,15000,2026-08-01 18:30:42
T000225,S001,C099,P011,3,75000,2026-08-01 11:09:03
T000226,S005,C001,P013,4,35000,2026-08-01 18:10:22
T000227,S005,C060,P022,2,18000,2026-08-01 08:16:24
T000228,S001,C025,P014,3,7000,2026-08-01 14:06:25
T000229,S003,C080,P017,1,85000,2026-08-01 14:58:25
T000230,S004,C081,P025,4,210000,2026-08-01 09:09:53
T000231,S001,C027,P015,3,30000,2026-08-01 09:32:37
T000232,S005,C017,P009,3,45000,2026-08-01 12:36:36
T000233,S003,C057,P030,1,50000,2026-08-01 18:37:42
T000234,S004,C016,P029,1,32000,2026-08-01 14:33:23
T000235,S005,C031,P001,1,450000,2026-08-01 18:15:47
T000236,S002,C040,P023,3,22000,2026-08-01 16:50:52
T000237,S001,C071,P018,2,25000,2026-08-01 13:08:28
T000238,S001,C029,P014,3,7000,2026-08-01 16:37:56
T000239,S001,C060,P027,4,18000,2026-08-01 08:11:46
T000240,S002,C064,P004,3,25000,2026-08-01 09:12:02
T000241,S003,C066,P030,2,50000,2026-08-01 17:07:25
T000242,S003,C054,P023,2,22000,2026-08-01 16:45:53
T000243,S004,C061,P027,2,18000,2026-08-01 10:33:32
T000244,S004,C071,P008,2,390000,2026-08-01 13:50:18
T000245,S004,C025,P005,4,120000,2026-08-01 14:39:58
T000246,S005,C066,P030,4,50000,2026-08-01 17:32:42
T000247,S002,C009,P024,4,40000,2026-08-01 14:38:03
T000248,S004,C044,P009,2,45000,2026-08-01 12:32:17
T000249,S005,C035,P030,1,50000,2026-08-01 12:06:57
T000250,S001,C037,P027,4,18000,2026-08-01 12:41:04
T000251,S003,C076,P024,1,40000,2026-08-01 15:10:16
T000252,S004,C020,P019,4,55000,2026-08-01 17:32:32
T000253,S005,C062,P015,2,30000,2026-08-01 12:59:34
T000254,S003,C071,P012,3,12000,2026-08-01 10:43:34
T000255,S005,C049,P025,2,210000,2026-08-01 10:36:11
T000256,S003,C025,P015,4,30000,2026-08-01 16:12:22
T000257,S002,C074,P023,4,22000,2026-08-01 16:58:56
T000258,S002,C100,P013,4,35000,2026-08-01 09:09:29
T000259,S001,C041,P014,4,7000,2026-08-01 08:43:55
T000260,S004,C091,P024,2,40000,2026-08-01 14:32:19
T000261,S004,C050,P030,2,50000,2026-08-01 09:36:28
T000262,S002,C064,P022,1,18000,2026-08-01 17:04:16
T000263,S002,C065,P002,2,520000,2026-08-01 11:24:49
T000264,S003,C013,P019,4,55000,2026-08-01 09:34:57
T000265,S004,C013,P028,4,28000,2026-08-01 18:07:50
T000266,S004,C002,P017,3,85000,2026-08-01 09:49:15
T000267,S002,C053,P024,1,40000,2026-08-01 11:07:54
T000268,S002,C010,P028,3,28000,2026-08-01 09:41:23
T000269,S003,C044,P016,2,95000,2026-08-01 09:16:13
T000270,S004,C084,P020,3,180000,2026-08-01 08:13:57
T000271,S003,C087,P003,3,15000,2026-08-01 08:36:33
T000272,S005,C049,P028,1,28000,2026-08-01 09:55:15
T000273,S004,C070,P011,4,75000,2026-08-01 08:35:13
T000274,S005,C009,P002,2,520000,2026-08-01 14:30:09
T000275,S003,C030,P008,3,390000,2026-08-01 15:29:16
T000276,S001,C056,P024,4,40000,2026-08-01 12:19:47
T000277,S001,C057,P004,4,25000,2026-08-01 11:29:52
T000278,S003,C004,P006,4,280000,2026-08-01 13:32:59
T000279,S003,C008,P002,3,520000,2026-08-01 17:37:30
T000280,S003,C048,P010,4,8000,2026-08-01 17:21:44
T000281,S002,C032,P014,3,7000,2026-08-01 08:28:41
T000282,S004,C073,P017,2,85000,2026-08-01 09:59:47
T000283,S002,C022,P022,4,18000,2026-08-01 10:36:15
T000284,S001,C079,P006,1,280000,2026-08-01 10:44:35
T000285,S004,C080,P028,3,28000,2026-08-01 14:17:00
T000286,S002,C064,P022,4,18000,2026-08-01 12:34:43
T000287,S005,C019,P030,2,50000,2026-08-01 08:32:30
T000288,S004,C082,P008,1,390000,2026-08-01 12:06:35
T000289,S004,C033,P009,4,45000,2026-08-01 13:45:40
T000290,S001,C060,P022,4,18000,2026-08-01 09:07:06
T000291,S003,C087,P029,1,32000,2026-08-01 17:10:04
T000292,S002,C010,P018,1,25000,2026-08-01 08:34:17
T000293,S003,C076,P015,2,30000,2026-08-01 18:10:23
T000294,S004,C089,P010,3,8000,2026-08-01 09:05:24
T000295,S004,C039,P009,4,45000,2026-08-01 17:16:45
T000296,S004,C062,P007,4,165000,2026-08-01 17:55:45
T000297,S002,C049,P004,1,25000,2026-08-01 18:46:30
T000298,S003,C074,P019,2,55000,2026-08-01 16:49:20
T000299,S003,C003,P010,3,8000,2026-08-01 16:34:27
T000300,S004,C036,P027,3,18000,2026-08-01 15:04:02
T000301,S005,C088,P001,3,450000,2026-08-01 16:34:08
T000302,S001,C078,P025,3,210000,2026-08-01 09:28:48
T000303,S004,C037,P024,4,40000,2026-08-01 13:53:48
T000304,S002,C078,P025,2,210000,2026-08-01 13:39:23
T000305,S003,C029,P026,4,30000,2026-08-01 17:25:59
T000306,S002,C080,P021,4,10000,2026-08-01 13:05:26
T000307,S002,C081,P009,4,45000,2026-08-01 12:14:09
T000308,S001,C040,P004,3,25000,2026-08-01 15:02:06
T000309,S004,C005,P026,1,30000,2026-08-01 10:55:51
T000310,S003,C094,P019,1,55000,2026-08-01 09:32:14
T000311,S001,C038,P005,2,120000,2026-08-01 13:15:23
T000312,S004,C023,P011,1,75000,2026-08-01 12:35:08
T000313,S002,C070,P007,3,165000,2026-08-01 10:33:29
T000314,S003,C068,P029,2,32000,2026-08-01 12:02:33
T000315,S003,C022,P017,3,85000,2026-08-01 12:01:49
T000316,S004,C038,P009,3,45000,2026-08-01 11:36:08
T000317,S003,C015,P024,2,40000,2026-08-01 12:10:26
T000318,S001,C019,P015,1,30000,2026-08-01 15:32:35
T000319,S002,C087,P025,1,210000,2026-08-01 11:15:56
T000320,S004,C072,P024,4,40000,2026-08-01 18:26:14
T000321,S001,C051,P012,3,12000,2026-08-01 18:04:47
T000322,S003,C069,P001,4,450000,2026-08-01 13:17:24
T000323,S004,C048,P004,4,25000,2026-08-01 11:36:43
T000324,S003,C075,P022,2,18000,2026-08-01 13:53:23
T000325,S003,C014,P013,4,35000,2026-08-01 17:20:02
T000326,S002,C061,P022,2,18000,2026-08-01 15:10:42
T000327,S005,C072,P001,1,450000,2026-08-01 16:50:53
T000328,S005,C029,P011,3,75000,2026-08-01 13:51:35
T000329,S001,C082,P021,4,10000,2026-08-01 14:57:43
T000330,S004,C090,P027,1,18000,2026-08-01 11:10:10
T000331,S004,C015,P010,1,8000,2026-08-01 16:05:01
T000332,S001,C005,P005,1,120000,2026-08-01 10:13:35
T000333,S004,C015,P010,3,8000,2026-08-01 15:38:34
T000334,S002,C069,P004,3,25000,2026-08-01 17:28:04
T000335,S004,C059,P005,4,120000,2026-08-01 09:27:11
T000336,S005,C054,P012,4,12000,2026-08-01 14:45:29
T000337,S002,C054,P019,3,55000,2026-08-01 09:02:45
T000338,S001,C063,P021,3,10000,2026-08-01 15:58:58
T000339,S004,C036,P020,3,180000,2026-08-01 08:55:45
T000340,S003,C028,P002,3,520000,2026-08-01 18:17:43
T000341,S004,C031,P015,3,30000,2026-08-01 09:30:41
T000342,S003,C013,P028,4,28000,2026-08-01 18:32:51
T000343,S003,C070,P022,1,18000,2026-08-01 16:48:35
T000344,S003,C008,P029,2,32000,2026-08-01 14:31:49
T000345,S003,C025,P013,2,35000,2026-08-01 16:36:31
T000346,S004,C012,P004,4,25000,2026-08-01 16:44:46
T000347,S002,C083,P022,4,18000,2026-08-01 18:24:22
T000348,S005,C003,P021,1,10000,2026-08-01 10:47:13
T000349,S003,C032,P002,3,520000,2026-08-01 14:29:27
T000350,S005,C027,P005,1,120000,2026-08-01 09:02:43
T000351,S005,C027,P003,3,15000,2026-08-01 14:46:40
T000352,S002,C030,P019,1,55000,2026-08-01 09:53:03
T000353,S002,C077,P011,1,75000,2026-08-01 14:12:52
T000354,S003,C019,P001,1,450000,2026-08-01 14:17:48
T000355,S005,C033,P005,2,120000,2026-08-01 13:07:33
T000356,S002,C015,P026,3,30000,2026-08-01 13:44:56
T000357,S001,C017,P022,3,18000,2026-08-01 16:24:11
T000358,S003,C031,P001,4,450000,2026-08-01 16:47:30
T000359,S003,C003,P019,3,55000,2026-08-01 13:24:49
T000360,S003,C007,P006,1,280000,2026-08-01 14:35:43
T000361,S004,C068,P005,1,120000,2026-08-01 18:14:36
T000362,S001,C061,P004,4,25000,2026-08-01 09:19:01
T000363,S003,C066,P015,4,30000,2026-08-01 09:17:17
T000364,S001,C058,P019,3,55000,2026-08-01 08:57:53
T000365,S002,C079,P017,2,85000,2026-08-01 15:14:11
T000366,S005,C039,P002,3,520000,2026-08-01 12:36:16
T000367,S001,C008,P015,4,30000,2026-08-01 16:31:03
T000368,S004,C055,P016,1,95000,2026-08-01 15:23:00
T000369,S001,C063,P022,3,18000,2026-08-01 11:40:12
T000370,S004,C010,P023,3,22000,2026-08-01 17:52:55
T000371,S001,C042,P029,4,32000,2026-08-01 16:23:16
T000372,S002,C009,P020,3,180000,2026-08-01 10:58:33
T000373,S003,C080,P005,4,120000,2026-08-01 12:00:22
T000374,S005,C071,P021,3,10000,2026-08-01 11:27:31
T000375,S003,C049,P023,2,22000,2026-08-01 09:44:01
T000376,S005,C038,P020,4,180000,2026-08-01 09:37:32
T000377,S005,C078,P015,1,30000,2026-08-01 18:17:50
T000378,S001,C090,P014,3,7000,2026-08-01 12:49:00
T000379,S005,C093,P004,3,25000,2026-08-01 12:12:59
T000380,S002,C056,P028,1,28000,2026-08-01 16:01:35
T000381,S002,C053,P015,1,30000,2026-08-01 14:04:58
T000382,S004,C052,P011,4,75000,2026-08-01 18:17:51
T000383,S001,C041,P014,2,7000,2026-08-01 16:34:59
T000384,S003,C086,P014,3,7000,2026-08-01 13:16:23
T000385,S003,C020,P009,1,45000,2026-08-01 12:08:23
T000386,S004,C009,P022,3,18000,2026-08-01 18:51:10
T000387,S001,C012,P003,1,15000,2026-08-01 15:53:43
T000388,S001,C096,P014,4,7000,2026-08-01 18:27:47
T000389,S003,C017,P024,2,40000,2026-08-01 09:18:11
T000390,S001,C076,P018,2,25000,2026-08-01 17:21:21
T000391,S005,C043,P018,4,25000,2026-08-01 15:00:28
T000392,S001,C053,P022,1,18000,2026-08-01 09:20:28
T000393,S004,C093,P012,2,12000,2026-08-01 14:28:15
T000394,S003,C077,P002,1,520000,2026-08-01 15:32:49
T000395,S003,C014,P010,3,8000,2026-08-01 08:08:07
T000396,S005,C028,P019,1,55000,2026-08-01 12:59:50
T000397,S004,C029,P005,3,120000,2026-08-01 17:04:45
T000398,S001,C045,P028,2,28000,2026-08-01 11:14:56
T000399,S005,C048,P028,4,28000,2026-08-01 13:02:38
T000400,S003,C074,P004,2,25000,2026-08-01 12:51:55
T000401,S004,C072,P008,1,390000,2026-08-01 11:19:16
T000402,S005,C079,P025,3,210000,2026-08-01 18:06:10
T000403,S005,C004,P022,3,18000,2026-08-01 16:35:39
T000404,S003,C004,P020,3,180000,2026-08-01 09:12:59
T000405,S003,C090,P006,2,280000,2026-08-01 18:58:02
T000406,S003,C044,P025,1,210000,2026-08-01 17:40:16
T000407,S001,C024,P012,3,12000,2026-08-01 11:07:22
T000408,S002,C073,P028,4,28000,2026-08-01 17:12:21
T000409,S004,C009,P022,1,18000,2026-08-01 09:10:14
T000410,S001,C012,P005,3,120000,2026-08-01 18:59:24
T000411,S005,C028,P024,1,40000,2026-08-01 15:19:21
T000412,S004,C059,P013,1,35000,2026-08-01 15:09:04
T000413,S002,C048,P011,3,75000,2026-08-01 08:59:41
T000414,S003,C100,P010,3,8000,2026-08-01 17:52:02
T000415,S005,C011,P019,4,55000,2026-08-01 08:19:08
T000416,S001,C020,P029,1,32000,2026-08-01 10:38:56
T000417,S005,C007,P006,2,280000,2026-08-01 09:34:23
T000418,S001,C035,P022,4,18000,2026-08-01 16:32:40
T000419,S004,C063,P015,4,30000,2026-08-01 10:10:48
T000420,S004,C054,P020,1,180000,2026-08-01 18:01:01
T000421,S002,C097,P009,2,45000,2026-08-01 15:13:08
T000422,S001,C045,P017,4,85000,2026-08-01 08:23:52
T000423,S001,C037,P014,1,7000,2026-08-01 08:03:35
T000424,S005,C063,P022,1,18000,2026-08-01 08:34:05
T000425,S003,C006,P017,4,85000,2026-08-01 14:39:54
T000426,S004,C077,P008,4,390000,2026-08-01 16:48:58
T000427,S001,C027,P002,4,520000,2026-08-01 10:37:26
T000428,S002,C099,P010,2,8000,2026-08-01 17:20:36
T000429,S003,C038,P005,1,120000,2026-08-01 08:37:46
T000430,S001,C001,P011,3,75000,2026-08-01 16:48:38
T000431,S004,C023,P016,4,95000,2026-08-01 18:12:20
T000432,S004,C069,P005,1,120000,2026-08-01 16:29:35
T000433,S002,C065,P023,4,22000,2026-08-01 15:40:45
T000434,S003,C010,P018,4,25000,2026-08-01 17:13:04
T000435,S001,C056,P013,2,35000,2026-08-01 08:26:29
T000436,S004,C010,P001,2,450000,2026-08-01 10:13:10
T000437,S003,C074,P028,1,28000,2026-08-01 09:22:26
T000438,S005,C052,P014,3,7000,2026-08-01 13:32:59
T000439,S004,C038,P023,3,22000,2026-08-01 16:11:49
T000440,S004,C003,P004,3,25000,2026-08-01 14:55:48
T000441,S002,C080,P011,1,75000,2026-08-01 17:21:44
T000442,S003,C012,P015,2,30000,2026-08-01 09:42:26
T000443,S001,C032,P014,4,7000,2026-08-01 16:04:50
T000444,S005,C052,P014,1,7000,2026-08-01 10:07:24
T000445,S001,C051,P017,1,85000,2026-08-01 10:58:42
T000446,S003,C096,P028,1,28000,2026-08-01 15:48:32
T000447,S002,C043,P011,3,75000,2026-08-01 18:46:56
T000448,S002,C010,P025,3,210000,2026-08-01 14:43:37
T000449,S001,C068,P017,3,85000,2026-08-01 08:35:58
